date,im_correction_factor,price,pnl,baseline_margin,garch_volatility,margin_950,margin_990,margin_995,dynamic_margin,baseline_breach_950,baseline_breach_990,baseline_breach_995,baseline_breach,dynamic_breach,baseline_breach_magnitude,dynamic_breach_magnitude
2024-07-18,0.95481354,73.33,-1.7600000000000051,2.1462017205407427,0.009415462158834183,1.3338063397630213,2.1462017205407427,2.525640395916348,2.049222462343597,1,0,0,0,0,0.0,0.0
2024-07-19,0.9547451,71.57,0.20000000000000284,1.9439577919331477,0.008737930829283973,1.2081172064566588,1.9439577919331477,2.2876406631645416,1.8559841764549923,0,0,0,0,0,0.0,0.0
2024-07-22,0.95312715,71.77,-1.2000000000000028,2.635678994905811,0.011814146658504271,1.6380032311687183,2.635678994905811,3.1016550198856034,2.5121372087294405,0,0,0,0,0,0.0,0.0
2024-07-23,0.95546466,70.57,0.6500000000000057,2.1973074257340897,0.010016672961183505,1.3655671537315106,2.1973074257340897,2.585781356694996,2.0994495924444974,0,0,0,0,0,0.0,0.0
2024-07-24,0.9470027,71.22,0.29999999999999716,2.76971359936608,0.012510817319109606,1.7213021137787334,2.76971359936608,3.259386331083245,2.6229262568263962,0,0,0,0,0,0.0,0.0
2024-07-25,0.95312715,71.52,-0.5899999999999892,2.5041801514556887,0.011263953571823693,1.5562802554639523,2.5041801514556887,2.9469077806791093,2.386802090843529,0,0,0,0,0,0.0,0.0
2024-07-26,0.9513936,70.93,-0.5800000000000125,2.522406184125273,0.011440311539425718,1.5676072419679485,2.522406184125273,2.968356092795826,2.399801100177206,0,0,0,0,0,0.0,0.0
2024-07-29,0.9550795,70.35,-0.5099999999999909,2.4485673800637486,0.011196975973410087,1.5217184217162503,2.4485673800637486,2.881462924954664,2.338576509067595,0,0,0,0,0,0.0,0.0
2024-07-30,0.9575409,69.84,1.789999999999992,2.5050427781659588,0.011538881265370473,1.5568163546404625,2.5050427781659588,2.9479229158573186,2.3986809163435328,1,0,0,0,0,0.0,0.0
2024-07-31,0.9594207,71.63,-0.8199999999999932,2.5218442411212108,0.011325987989779575,1.5672580095848834,2.5218442411212108,2.9676948008316653,2.4195095671074807,0,0,0,0,0,0.0,0.0
2024-08-01,0.9602545,70.81,-2.3599999999999994,3.0567410666475996,0.01388726893116625,1.8996819239718574,3.0567410666475996,3.5971589454492023,2.9352493645831577,1,0,0,0,0,0.0,0.0
2024-08-02,0.9637108,68.45,0.01999999999999602,2.8158312989353864,0.013233842694488289,1.7499630171188578,2.8158312989353864,3.3136574295937926,2.71364703376206,0,0,0,0,0,0.0,0.0
2024-08-05,0.9488837,68.47,-0.21999999999999886,3.7087591952938372,0.01742533342228592,2.304893561491959,3.7087591952938372,4.364450905388464,3.519181147639439,0,0,0,0,0,0.0,0.0
2024-08-06,0.9452318,68.25,1.1299999999999955,3.0343878638967934,0.014302805261309252,1.8857900128538654,3.0343878638967934,3.570853798404907,2.8681999024893208,0,0,0,0,0,0.0,0.0
2024-08-07,0.9477442,69.38,0.8200000000000074,3.1770327009135677,0.01473126961232192,1.9744399221920703,3.1770327009135677,3.7387175920038134,3.0110143155011686,0,0,0,0,0,0.0,0.0
2024-08-08,0.9479469,70.2,0.4200000000000017,3.190975566792289,0.014623090078340627,1.983105036344909,3.190975566792289,3.7551254929765467,3.0248753965164936,0,0,0,0,0,0.0,0.0
2024-08-09,0.9452199,70.62,1.75,3.264448672965171,0.014870820104542614,2.02876658524665,3.264448672965171,3.8415883092103007,3.0856218482152715,0,0,0,0,0,0.0,0.0
2024-08-12,0.9539087,72.37,-1.1200000000000045,3.1233686224892714,0.013884091239422436,1.9410891484344983,3.1233686224892714,3.675565949275712,2.9794085022995316,0,0,0,0,0,0.0,0.0
2024-08-13,0.9512991,71.25,-0.4099999999999966,3.571620875752298,0.016126245705602064,2.2196658038779793,3.571620875752298,4.2030671564392135,3.3976797246443726,0,0,0,0,0,0.0,0.0
2024-08-14,0.952033,70.84,0.7099999999999937,3.459012114921403,0.01570819627404549,2.14968250376616,3.459012114921403,4.070549680301448,3.2930936808049682,0,0,0,0,0,0.0,0.0
2024-08-15,0.9476597,71.55,-1.039999999999992,3.4199283061891648,0.015376594168645381,2.1253929733971275,3.4199283061891648,4.0245560324464185,3.240928232664732,0,0,0,0,0,0.0,0.0
