"Symbol: CLX25",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2023-02-07,66.83,66.83,66.83,66.83,0,,986
2023-02-08,67.51,67.51,67.51,67.51,0.6800000000000068,6,986
2023-02-09,67.2,67.2,67.2,67.2,-0.3100000000000023,,986
2023-02-10,67.92,67.92,67.92,67.92,0.7199999999999989,,986
2023-02-13,68.62,68.62,68.62,68.62,0.7000000000000028,,986
2023-02-14,68.47,68.47,68.47,68.47,-0.15000000000000568,,986
2023-02-15,68.64,68.64,68.64,68.64,0.1700000000000017,,986
2023-02-16,68.69,68.69,68.69,68.69,0.04999999999999716,2,986
2023-02-17,67.53,67.53,67.53,67.53,-1.1599999999999966,,986
2023-02-21,67.66,67.66,67.66,67.66,0.12999999999999545,,986
2023-02-22,67.02,67.02,67.02,67.02,-0.6400000000000006,,986
2023-02-23,67.36,67.36,67.36,67.36,0.3400000000000034,891,1241
2023-02-24,67.26,67.26,67.26,67.26,-0.09999999999999432,2,1241
2023-02-27,66.49,66.49,66.49,66.49,-0.7700000000000102,,1241
2023-02-28,66.38,66.38,66.38,66.38,-0.10999999999999943,,1241
2023-03-01,66.8,66.8,66.8,66.8,0.4200000000000017,,1241
2023-03-02,67.25,67.25,67.25,67.25,0.45000000000000284,,1241
2023-03-03,68.29,68.29,68.29,68.29,1.0400000000000063,,1241
2023-03-06,68.55,68.55,68.55,68.55,0.2599999999999909,,1241
2023-03-07,66.95,66.95,66.95,66.95,-1.5999999999999943,,1241
2023-03-08,66.6,66.6,66.6,66.6,-0.3500000000000085,,1241
2023-03-09,66.17,66.17,66.17,66.17,-0.4299999999999926,,1241
2023-03-10,66.45,66.45,66.45,66.45,0.28000000000000114,,1241
2023-03-13,65.68,65.68,65.68,65.68,-0.769999999999996,,1241
2023-03-14,64.49,64.49,64.49,64.49,-1.190000000000012,,1241
2023-03-15,62.65,62.65,62.65,62.65,-1.8399999999999963,,1241
2023-03-16,63.31,63.31,63.31,63.31,0.6600000000000037,100,1323
2023-03-17,63.02,63.02,63.02,63.02,-0.28999999999999915,,1323
2023-03-20,63.45,63.45,63.45,63.45,0.4299999999999997,100,1423
2023-03-21,63.87,63.87,63.87,63.87,0.4199999999999946,,1423
2023-03-22,64.14,64.14,64.14,64.14,0.2700000000000031,,1423
2023-03-23,64,64,64,64,-0.14000000000000057,,1423
2023-03-24,63.88,63.88,63.88,63.88,-0.11999999999999744,,1423
2023-03-27,65.53,65.53,65.53,65.53,1.6499999999999986,,1423
2023-03-28,65.71,65.71,65.71,65.71,0.1799999999999926,13,1436
2023-03-29,65.6,65.6,65.6,65.6,-0.10999999999999943,,1436
2023-03-30,65.85,65.85,65.85,65.85,0.25,,1436
2023-03-31,66.2,66.2,66.2,66.2,0.3500000000000085,,1436
2023-04-03,66.98,66.98,66.98,66.98,0.7800000000000011,40,1447
2023-04-04,67.05,67.05,67.05,67.05,0.06999999999999318,,1447
2023-04-05,67.17,67.17,67.17,67.17,0.12000000000000455,,1447
2023-04-06,67.02,67.02,67.02,67.02,-0.15000000000000568,40,1447
2023-04-10,66.77,66.77,66.77,66.77,-0.25,,1447
2023-04-11,67.53,67.53,67.53,67.53,0.7600000000000051,10,1447
2023-04-12,68.43,68.43,68.43,68.43,0.9000000000000057,,1447
2023-04-13,68.39,68.39,68.39,68.39,-0.04000000000000625,210,1447
2023-04-14,68.6,68.6,68.6,68.6,0.20999999999999375,,1447
2023-04-17,68.22,68.22,68.22,68.22,-0.37999999999999545,,1447
2023-04-18,68.53,68.53,68.53,68.53,0.3100000000000023,,1447
2023-04-19,67.73,67.73,67.73,67.73,-0.7999999999999972,,1447
2023-04-20,66.75,66.75,66.75,66.75,-0.980000000000004,50,1497
2023-04-21,67.98,67.98,67.98,67.98,1.230000000000004,210,1707
2023-04-24,68.43,68.43,68.43,68.43,0.45000000000000284,,1707
2023-04-25,66.94,66.94,66.94,66.94,-1.490000000000009,,1707
2023-04-26,66.14,66.14,66.14,66.14,-0.7999999999999972,,1707
2023-04-27,65.92,65.92,65.92,65.92,-0.21999999999999886,125,1732
2023-04-28,67.34,67.34,67.34,67.34,1.4200000000000017,,1732
2023-05-01,66.52,66.52,66.52,66.52,-0.8200000000000074,,1732
2023-05-02,64.76,64.76,64.76,64.76,-1.759999999999991,,1732
2023-05-03,63.25,63.25,63.25,63.25,-1.5100000000000051,,1732
2023-05-04,62.41,62.41,62.41,62.41,-0.8400000000000034,,1732
2023-05-05,63.96,63.96,63.96,63.96,1.5500000000000043,,1732
2023-05-08,65.09,65.09,65.09,65.09,1.1300000000000026,,1732
2023-05-09,65.77,65.77,64.78,65.77,0.6799999999999926,,1732
2023-05-10,65.34,65.34,65.34,65.34,-0.4299999999999926,,1732
2023-05-11,64.13,64.13,64.13,64.13,-1.210000000000008,30,1732
2023-05-12,63.57,64.19,63.57,63.57,-0.5599999999999952,,1732
2023-05-15,64.21,64.21,64.21,64.21,0.6399999999999935,150,1882
2023-05-16,64.17,64.17,64.17,64.17,-0.03999999999999204,,1882
2023-05-17,65.58,65.58,65.58,65.58,1.4099999999999966,,1882
2023-05-18,65.35,65.35,65.35,65.35,-0.23000000000000398,7,1882
2023-05-19,64.3,65.58,64.3,64.3,-1.0499999999999972,30,1912
2023-05-22,64.38,64.38,64.38,64.38,0.0799999999999983,,1912
2023-05-23,64.93,64.93,64.93,64.93,0.5500000000000114,26,1912
2023-05-24,65.91,65.91,65.91,65.91,0.9799999999999898,,1912
2023-05-25,64.44,64.44,64.39,64.44,-1.4699999999999989,,1912
2023-05-26,65.12,65.12,65.12,65.12,0.6800000000000068,,1912
2023-05-30,63.42,63.42,63.42,63.42,-1.7000000000000028,,1912
