"Symbol: CLJ26",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2023-02-07,65.32,65.32,65.32,65.32,0,,56
2023-02-08,65.98,65.98,65.98,65.98,0.6600000000000108,,56
2023-02-09,65.71,65.71,65.71,65.71,-0.27000000000001023,,56
2023-02-10,66.36,66.36,66.36,66.36,0.6500000000000057,,56
2023-02-13,67.05,67.05,67.05,67.05,0.6899999999999977,,56
2023-02-14,66.96,66.96,66.96,66.96,-0.09000000000000341,,56
2023-02-15,67.17,67.17,67.17,67.17,0.21000000000000796,,56
2023-02-16,67.24,67.24,67.24,67.24,0.06999999999999318,,56
2023-02-17,66.22,66.22,66.22,66.22,-1.019999999999996,,56
2023-02-21,66.41,66.41,66.41,66.41,0.18999999999999773,,56
2023-02-22,65.91,65.91,65.91,65.91,-0.5,,56
2023-02-23,66.11,66.11,66.11,66.11,0.20000000000000284,,56
2023-02-24,65.92,65.92,65.92,65.92,-0.18999999999999773,,56
2023-02-27,65.13,65.13,65.13,65.13,-0.7900000000000063,,56
2023-02-28,64.89,64.89,64.89,64.89,-0.23999999999999488,,56
2023-03-01,65.27,65.27,65.27,65.27,0.37999999999999545,,56
2023-03-02,65.67,65.67,65.67,65.67,0.4000000000000057,,56
2023-03-03,66.67,66.67,66.67,66.67,1,,56
2023-03-06,66.89,66.89,66.89,66.89,0.21999999999999886,,56
2023-03-07,65.44,65.44,65.44,65.44,-1.4500000000000028,,56
2023-03-08,65.17,65.17,65.17,65.17,-0.269999999999996,,56
2023-03-09,64.83,64.83,64.83,64.83,-0.3400000000000034,,56
2023-03-10,65.06,65.06,65.06,65.06,0.23000000000000398,,56
2023-03-13,64.39,64.39,64.39,64.39,-0.6700000000000017,,56
2023-03-14,63.31,63.31,63.31,63.31,-1.0799999999999983,,56
2023-03-15,61.71,61.71,61.71,61.71,-1.6000000000000014,,56
2023-03-16,62.49,62.49,62.49,62.49,0.7800000000000011,,56
2023-03-17,62.33,62.33,62.33,62.33,-0.1600000000000037,,56
2023-03-20,62.72,62.72,62.72,62.72,0.39000000000000057,,56
2023-03-21,63.02,63.02,63.02,63.02,0.30000000000000426,,56
2023-03-22,63.22,63.22,63.22,63.22,0.19999999999999574,,56
2023-03-23,63.16,63.16,63.16,63.16,-0.060000000000002274,,56
2023-03-24,63.1,63.1,63.1,63.1,-0.05999999999999517,,56
2023-03-27,64.5,64.5,64.5,64.5,1.3999999999999986,,56
