"Symbol: CLG26",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2023-02-07,65.94,65.94,65.94,65.94,0,,156
2023-02-08,66.6,66.6,66.6,66.6,0.6599999999999966,,156
2023-02-09,66.31,66.31,66.31,66.31,-0.28999999999999204,,156
2023-02-10,67,67,67,67,0.6899999999999977,,156
2023-02-13,67.67,67.67,67.67,67.67,0.6700000000000017,,156
2023-02-14,67.55,67.55,67.55,67.55,-0.12000000000000455,,156
2023-02-15,67.73,67.73,67.73,67.73,0.18000000000000682,,156
2023-02-16,67.8,67.8,67.8,67.8,0.06999999999999318,,156
2023-02-17,66.75,66.75,66.75,66.75,-1.0499999999999972,,156
2023-02-21,66.92,66.92,66.92,66.92,0.1700000000000017,,156
2023-02-22,66.36,66.36,66.36,66.36,-0.5600000000000023,,156
2023-02-23,66.61,66.61,66.61,66.61,0.25,,156
2023-02-24,66.46,66.46,66.46,66.46,-0.15000000000000568,,156
2023-02-27,65.66,65.66,65.66,65.66,-0.7999999999999972,,156
2023-02-28,65.47,65.47,65.47,65.47,-0.18999999999999773,,156
2023-03-01,65.86,65.86,65.86,65.86,0.39000000000000057,,156
2023-03-02,66.28,66.28,66.28,66.28,0.4200000000000017,,156
2023-03-03,67.3,67.3,67.3,67.3,1.019999999999996,,156
2023-03-06,67.53,67.53,67.53,67.53,0.23000000000000398,,156
2023-03-07,66.02,66.02,66.02,66.02,-1.5100000000000051,,156
2023-03-08,65.71,65.71,65.71,65.71,-0.3100000000000023,,156
2023-03-09,65.33,65.33,65.33,65.33,-0.37999999999999545,3,159
2023-03-10,65.57,65.57,65.57,65.57,0.23999999999999488,,159
2023-03-13,64.86,64.86,64.86,64.86,-0.7099999999999937,,159
2023-03-14,63.73,63.73,63.73,63.73,-1.1300000000000026,,159
2023-03-15,61.99,61.99,61.99,61.99,-1.7399999999999949,,159
2023-03-16,62.82,62.82,62.82,62.82,0.8299999999999983,3,162
2023-03-17,62.61,62.61,62.61,62.61,-0.21000000000000085,2,160
2023-03-20,63.02,63.02,63.02,63.02,0.4100000000000037,,160
2023-03-21,63.35,63.35,63.35,63.35,0.3299999999999983,,160
2023-03-22,63.57,63.57,63.57,63.57,0.21999999999999886,,160
2023-03-23,63.49,63.49,63.49,63.49,-0.0799999999999983,,160
2023-03-24,63.41,63.41,63.41,63.41,-0.0800000000000054,,160
2023-03-27,64.91,64.91,64.91,64.91,1.5,,160
2023-03-28,65.05,65.05,65.05,65.05,0.14000000000000057,,160
2023-03-29,64.98,64.98,64.98,64.98,-0.06999999999999318,140,300
2023-03-30,65.11,65.11,65.11,65.11,0.12999999999999545,,300
2023-03-31,65.42,65.42,65.42,65.42,0.3100000000000023,,300
2023-04-03,66.03,66.03,66.03,66.03,0.6099999999999994,,300
2023-04-04,66.09,66.09,66.09,66.09,0.060000000000002274,,300
2023-04-05,66.22,66.22,66.22,66.22,0.12999999999999545,,300
2023-04-06,66.08,66.08,66.08,66.08,-0.14000000000000057,,300
