"Symbol: CLZ25",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2023-02-07,66.01,67.15,65.95,66.57,0,5028,33676
2023-02-08,66.55,67.33,66.47,67.24,0.6700000000000017,3402,34226
2023-02-09,67.35,67.4,66.61,66.94,-0.29999999999999716,2645,34634
2023-02-10,66.81,67.89,66.68,67.64,0.7000000000000028,1919,34707
2023-02-13,67.4,68.36,67.4,68.35,0.7099999999999937,1482,34523
2023-02-14,68.2,68.4,67.34,68.22,-0.12999999999999545,1739,34304
2023-02-15,68.15,68.5,67.42,68.39,0.1700000000000017,1160,34285
2023-02-16,68.55,68.79,68,68.45,0.060000000000002274,1077,34347
2023-02-17,67.97,68.25,66.92,67.32,-1.1300000000000097,2124,32622
2023-02-21,67.25,68.3,67.18,67.46,0.14000000000000057,4140,32716
2023-02-22,67.3,67.51,66.44,66.85,-0.6099999999999994,2412,32498
2023-02-23,67.05,67.5,66.92,67.16,0.3100000000000023,4356,33816
2023-02-24,67.4,67.5,66.3,67.05,-0.10999999999999943,1379,33709
2023-02-27,67,67.05,66.02,66.25,-0.7999999999999972,2022,34038
2023-02-28,66.25,67.12,65.94,66.11,-0.14000000000000057,2362,33637
2023-03-01,66.06,66.65,65.76,66.52,0.4099999999999966,3513,33225
2023-03-02,66.5,67,66.5,66.95,0.4300000000000068,1854,33570
2023-03-03,66.8,67.98,66.33,67.98,1.0300000000000011,5049,35085
2023-03-06,67.6,68.27,67.37,68.24,0.2599999999999909,3087,35947
2023-03-07,68.1,68.2,66.44,66.68,-1.559999999999988,2627,35548
2023-03-08,66.66,66.73,66.12,66.35,-0.3300000000000125,1795,35471
2023-03-09,66.41,67,65.68,65.94,-0.4099999999999966,3826,35733
2023-03-10,65.69,66.43,65.5,66.2,0.2600000000000051,2076,35824
2023-03-13,66.2,66.4,64.3,65.46,-0.7400000000000091,5764,37260
2023-03-14,65.27,65.39,64.12,64.31,-1.1499999999999915,6178,36578
2023-03-15,64.69,64.8,61.77,62.53,-1.7800000000000011,20278,34396
2023-03-16,62.92,63.69,61.68,63.2,0.6700000000000017,7041,33718
2023-03-17,63.1,64.05,62.62,62.95,-0.25,6538,33219
2023-03-20,63.35,63.4,62.49,63.35,0.3999999999999986,6541,32713
2023-03-21,63.15,63.9,62.85,63.74,0.39000000000000057,4018,33042
2023-03-22,63.8,64.3,63.45,63.99,0.25,3606,32867
2023-03-23,63.89,64.56,63.5,63.88,-0.10999999999999943,2853,32752
2023-03-24,63.8,64.24,62.42,63.77,-0.10999999999999943,3088,32444
2023-03-27,63.78,65.4,63.35,65.37,1.6000000000000014,5683,31027
2023-03-28,65.3,66.03,64.92,65.54,0.1700000000000017,2960,31059
2023-03-29,65.6,66.02,65.26,65.43,-0.10999999999999943,1833,31063
2023-03-30,65.47,66,65.29,65.64,0.20999999999999375,2898,31023
2023-03-31,65.62,66.2,65.3,65.98,0.3400000000000034,2359,31313
2023-04-03,67.32,69,66.25,66.7,0.7199999999999989,7212,30896
2023-04-04,66.52,67.06,66.45,66.77,0.06999999999999318,7255,31770
2023-04-05,67,67.08,66.35,66.89,0.12000000000000455,5596,32850
2023-04-06,66.7,67.21,66.5,66.74,-0.15000000000000568,5596,32779
2023-04-10,67,67,66.44,66.51,-0.22999999999998977,1248,32691
2023-04-11,66.62,67.5,66.52,67.24,0.7299999999999898,3350,32959
2023-04-12,67.15,68.18,67.01,68.12,0.8800000000000097,3901,32644
2023-04-13,68.17,68.37,67.86,68.1,-0.020000000000010232,4392,33271
2023-04-14,68.17,68.44,68.08,68.31,0.21000000000000796,3305,34015
2023-04-17,68.21,68.31,67.71,67.95,-0.35999999999999943,2831,34010
2023-04-18,68.14,68.63,68.01,68.26,0.3100000000000023,1921,34209
2023-04-19,68.11,68.24,67.15,67.49,-0.7700000000000102,1533,34394
2023-04-20,67.26,67.27,66.27,66.52,-0.9699999999999989,3015,33941
2023-04-21,66.34,67.9,66.21,67.76,1.240000000000009,3345,34081
2023-04-24,67.67,68.42,67.16,68.2,0.4399999999999977,1833,33758
2023-04-25,68.14,68.34,66.62,66.73,-1.4699999999999989,2571,33537
