Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-22,6.89,6.89,6.89,6.89,0.09,+1.32%,0,49
2025-08-21,6.8,6.8,6.8,6.8,0.69,+11.29%,0,49
2025-08-20,6.11,6.11,6.11,6.11,0.76,+14.21%,0,49
2025-08-19,5.35,5.35,5.35,5.35,-0.84,-13.57%,0,49
2025-08-18,6.19,6.19,6.19,6.19,0.47,+8.22%,0,49
2025-08-15,5.72,5.72,5.72,5.72,-0.9,-13.60%,0,49
2025-08-14,6.62,6.62,6.62,6.62,0.96,+16.96%,0,49
2025-08-13,5.66,5.66,5.66,5.66,-0.48,-7.82%,0,49
2025-08-12,6.14,6.14,6.14,6.14,-0.61,-9.04%,0,49
2025-08-11,6.75,6.75,6.75,6.75,-0.05,-0.74%,0,49
2025-08-08,6.8,6.8,6.8,6.8,-0.08,-1.16%,0,49
2025-08-07,6.88,6.88,6.88,6.88,-0.38,-5.23%,0,49
2025-08-06,7.26,7.26,7.26,7.26,-0.69,-8.68%,0,49
2025-08-05,7.95,7.95,7.95,7.95,-1.02,-11.37%,0,49
2025-08-04,8.97,8.97,8.97,8.97,-0.9,-9.12%,0,49
2025-08-01,9.87,9.87,9.87,9.87,-1.76,-15.13%,0,49
2025-07-31,11.63,11.63,11.63,11.63,-0.63,-5.14%,0,49
2025-07-30,12.26,12.26,12.26,12.26,0.61,+5.24%,0,49
2025-07-29,11.65,11.65,11.65,11.65,2.17,+22.89%,0,49
2025-07-28,9.48,9.48,9.48,9.48,1.4,+17.33%,0,49
2025-07-25,8.08,8.08,8.08,8.08,-0.7,-7.97%,0,49
2025-07-24,8.78,8.78,8.78,8.78,0.54,+6.55%,0,49
2025-07-23,8.24,8.24,8.24,8.24,0,0.00%,0,49
2025-07-22,8.24,8.24,8.24,8.24,-0.47,-5.40%,0,49
2025-07-21,8.71,8.71,8.71,8.71,-0.08,-0.91%,0,49
2025-07-18,8.79,8.79,8.79,8.79,-0.14,-1.57%,0,49
2025-07-17,8.93,8.93,8.93,8.93,0.75,+9.17%,0,49
2025-07-16,8.18,8.18,8.18,8.18,-0.15,-1.80%,0,49
2025-07-15,8.33,8.33,8.33,8.33,-0.42,-4.80%,0,49
2025-07-14,8.75,8.75,8.75,8.75,-0.94,-9.70%,0,49
