Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-25,0.09,0.09,0.09,0.09,0.01,+12.50%,20,0
2025-08-22,0.09,0.09,0.08,0.08,-0.01,-11.11%,1102,1859
2025-08-21,0.09,0.09,0.09,0.09,0.01,+12.50%,3,1263
2025-08-20,0.08,0.08,0.08,0.08,0.01,+14.29%,3,1263
2025-08-19,0.09,0.09,0.07,0.07,-0.02,-22.22%,2,1263
2025-08-18,0.09,0.09,0.09,0.09,-0.03,-25.00%,2,1263
2025-08-15,0.12,0.12,0.12,0.12,-0.04,-25.00%,3,1265
2025-08-14,0.16,0.16,0.16,0.16,0.06,+60.00%,1,1265
2025-08-13,0.1,0.1,0.1,0.1,-0.01,-9.09%,16,1265
2025-08-12,0.11,0.11,0.11,0.11,-0.03,-21.43%,2,1266
2025-08-11,0.16,0.16,0.14,0.14,-0.03,-17.65%,6,1267
2025-08-08,0.18,0.18,0.17,0.17,-0.04,-19.05%,4,1263
2025-08-07,0.23,0.23,0.21,0.21,-0.07,-25.00%,9,1261
2025-08-06,0.44,0.44,0.25,0.28,-0.08,-22.22%,104,1261
2025-08-05,0.38,0.38,0.36,0.36,-0.17,-32.08%,8,1159
2025-08-04,0.53,0.53,0.53,0.53,-0.23,-30.26%,16,1153
2025-08-01,0.98,0.99,0.75,0.76,-0.18,-19.15%,36,1156
2025-07-31,0.94,0.94,0.94,0.94,-0.18,-16.07%,29,1133
2025-07-30,1.19,1.19,1.12,1.12,0.1,+9.80%,214,1133
2025-07-29,0.96,1.02,0.93,1.02,0.43,+72.88%,133,1059
2025-07-28,0.59,0.59,0.59,0.59,0.17,+40.48%,1,1004
2025-07-25,0.46,0.46,0.42,0.42,-0.03,-6.67%,123,1004
2025-07-24,0.44,0.45,0.42,0.45,0.07,+18.42%,23,881
2025-07-23,0.37,0.38,0.37,0.38,0.01,+2.70%,4,864
2025-07-22,0.37,0.37,0.37,0.37,-0.05,-11.90%,44,865
2025-07-21,0.46,0.46,0.42,0.42,-0.07,-14.29%,321,890
2025-07-18,0.49,0.49,0.49,0.49,-0.03,-5.77%,9,804
2025-07-17,0.51,0.52,0.51,0.52,0.01,+1.96%,2,813
2025-07-16,0.51,0.51,0.51,0.51,-0.04,-7.27%,0,812
2025-07-15,0.58,0.58,0.55,0.55,-0.11,-16.67%,6,812
2025-07-14,0.85,0.85,0.66,0.66,-0.29,-30.53%,4,816
2025-07-11,0.95,0.95,0.95,0.95,0.33,+53.23%,0,814
2025-07-10,0.61,0.62,0.61,0.62,-0.16,-20.51%,26,814
2025-07-09,0.78,0.78,0.78,0.78,-0.09,-10.34%,0,812
2025-07-08,0.82,0.87,0.81,0.87,0.03,+3.57%,3,812
2025-07-07,0.84,0.84,0.84,0.84,0.05,+6.33%,8,810
2025-07-03,0.79,0.79,0.79,0.79,-0.29,-26.85%,1,805
2025-07-02,0.9,1.08,0.9,1.08,0.47,+77.05%,1,805
2025-07-01,0.61,0.61,0.61,0.61,-0.01,-1.61%,9,806
2025-06-30,0.66,0.66,0.62,0.62,-0.08,-11.43%,8,806
2025-06-27,0.7,0.7,0.7,0.7,-0.02,-2.78%,0,802
2025-06-26,0.76,0.8,0.72,0.72,-0.01,-1.37%,22,802
2025-06-25,0.73,0.73,0.73,0.73,-0.04,-5.19%,50,815
2025-06-24,0.77,0.77,0.77,0.77,-0.91,-54.17%,54,765
2025-06-23,3.7,3.7,1.68,1.68,-2.37,-58.52%,101,719
2025-06-20,3.73,4.05,3.73,4.05,-0.03,-0.74%,2,761
2025-06-18,3.73,4.08,3.73,4.08,-0.07,-1.69%,32,762
