Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-25,0.15,0.19,0.15,0.19,0.04,+26.67%,13,0
2025-08-22,0.17,0.17,0.15,0.15,-0.01,-6.25%,7,1402
2025-08-21,0.15,0.16,0.15,0.16,0.03,+23.08%,57,1406
2025-08-20,0.14,0.14,0.13,0.13,0.01,+8.33%,7,1408
2025-08-19,0.12,0.12,0.12,0.12,-0.04,-25.00%,5,1408
2025-08-18,0.17,0.18,0.15,0.16,-0.04,-20.00%,19,1413
2025-08-15,0.26,0.26,0.2,0.2,-0.08,-28.57%,115,1424
2025-08-14,0.22,0.28,0.21,0.28,0.1,+55.56%,9,1439
2025-08-13,0.2,0.2,0.16,0.18,-0.02,-10.00%,143,1434
2025-08-12,0.3,0.3,0.2,0.2,-0.06,-23.08%,17,1550
2025-08-11,0.29,0.3,0.26,0.26,-0.05,-16.13%,4,1541
2025-08-08,0.34,0.35,0.31,0.31,-0.06,-16.22%,85,1539
2025-08-07,0.44,0.44,0.37,0.37,-0.1,-21.28%,2,1544
2025-08-06,0.62,0.72,0.47,0.47,-0.15,-24.19%,13,1544
2025-08-05,0.87,0.87,0.62,0.62,-0.29,-31.87%,34,1536
2025-08-04,0.91,0.91,0.87,0.91,-0.34,-27.20%,120,1524
2025-08-01,1.6,1.69,1.19,1.25,-0.36,-22.36%,283,1438
2025-07-31,1.59,1.61,1.59,1.61,-0.26,-13.90%,63,1276
2025-07-30,1.71,1.87,1.63,1.87,0.21,+12.65%,106,1276
2025-07-29,1.14,1.66,1.14,1.66,0.69,+71.13%,40,1276
2025-07-28,0.97,0.97,0.97,0.97,0.31,+46.97%,7,1248
2025-07-25,0.7,0.7,0.66,0.66,-0.08,-10.81%,88,1245
2025-07-24,0.74,0.74,0.74,0.74,0.11,+17.46%,270,1244
2025-07-23,0.69,0.69,0.63,0.63,0,0.00%,85,1278
2025-07-22,0.68,0.68,0.63,0.63,-0.09,-12.50%,42,1261
2025-07-21,0.72,0.72,0.72,0.72,-0.1,-12.20%,1,1264
2025-07-18,0.96,1,0.82,0.82,-0.06,-6.82%,51,1263
2025-07-17,0.82,0.88,0.79,0.88,0.06,+7.32%,57,1255
2025-07-16,0.79,0.82,0.77,0.82,-0.07,-7.87%,4,1255
2025-07-15,1.03,1.03,0.89,0.89,-0.16,-15.24%,103,1254
2025-07-14,1.6,1.6,1.05,1.05,-0.42,-28.57%,104,1252
2025-07-11,1.47,1.47,1.47,1.47,0.48,+48.48%,11,1228
2025-07-10,0.99,0.99,0.99,0.99,-0.28,-22.05%,6,1221
2025-07-09,1.41,1.41,1.27,1.27,-0.1,-7.30%,6,1216
2025-07-08,1.26,1.37,1.26,1.37,0.06,+4.58%,1003,1213
