Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-25,2.55,3.39,2.55,3.39,0.86,+33.99%,41,0
2025-08-22,2.5,2.72,2.45,2.53,-0.01,-0.39%,337,1944
2025-08-21,2.31,2.58,2.02,2.54,0.38,+17.59%,552,2051
2025-08-20,1.8,2.36,1.8,2.16,0.39,+22.03%,1000,2052
2025-08-19,2.09,2.09,1.74,1.77,-0.49,-21.68%,547,1821
2025-08-18,1.97,2.36,1.77,2.26,0.09,+4.15%,926,1854
2025-08-15,2.7,2.72,2.17,2.17,-0.56,-20.51%,662,1430
2025-08-14,2.21,2.73,2.17,2.73,0.64,+30.62%,320,1334
2025-08-13,2.44,2.44,1.89,2.09,-0.3,-12.55%,696,1170
2025-08-12,2.51,2.64,2.39,2.39,-0.47,-16.43%,567,783
2025-08-11,2.71,3,2.54,2.86,-0.08,-2.72%,68,276
2025-08-08,2.86,2.94,2.86,2.94,-0.13,-4.23%,10,278
2025-08-07,3.07,3.07,3.07,3.07,-0.31,-9.17%,0,277
2025-08-06,3.65,3.65,3.38,3.38,-0.52,-13.33%,28,277
2025-08-05,3.9,3.9,3.9,3.9,-0.85,-17.89%,1,272
2025-08-04,4.7,4.75,4.7,4.75,-0.77,-13.95%,17,272
2025-08-01,5.52,5.52,5.52,5.52,-1.42,-20.46%,0,272
2025-07-31,6.94,6.94,6.94,6.94,-0.55,-7.34%,0,272
2025-07-30,7.49,7.49,7.49,7.49,0.56,+8.08%,0,272
2025-07-29,6.93,6.93,6.93,6.93,1.84,+36.15%,0,272
2025-07-28,5.09,5.09,5.09,5.09,1.13,+28.54%,0,272
2025-07-25,3.96,3.96,3.96,3.96,-0.55,-12.20%,0,272
2025-07-24,4.54,4.54,4.51,4.51,0.41,+10.00%,1,272
2025-07-23,4.05,4.1,4.05,4.1,-0.04,-0.97%,6,273
2025-07-22,4.09,4.14,4.09,4.14,-0.35,-7.80%,9,279
2025-07-21,4.49,4.49,4.49,4.49,-0.12,-2.60%,0,271
2025-07-18,4.61,4.61,4.61,4.61,-0.15,-3.15%,2,271
2025-07-17,4.76,4.76,4.76,4.76,0.5,+11.74%,1,269
2025-07-16,4.22,4.26,4.22,4.26,-0.13,-2.96%,10,270
2025-07-15,4.39,4.39,4.39,4.39,-0.37,-7.77%,0,279
2025-07-14,4.76,4.76,4.76,4.76,-0.86,-15.30%,0,279
2025-07-11,5.59,5.62,5.59,5.62,1.13,+25.17%,10,279
2025-07-10,4.49,4.49,4.49,4.49,-0.89,-16.54%,0,279
2025-07-09,5.54,5.54,5.38,5.38,-0.11,-2.00%,5,279
2025-07-08,5.49,5.49,5.49,5.49,0.26,+4.97%,0,284
2025-07-07,5.23,5.23,5.23,5.23,0.38,+7.84%,1,284
2025-07-03,4.85,4.85,4.85,4.85,-0.36,-6.91%,37,284
2025-07-02,4.16,5.21,4.16,5.21,1.11,+27.07%,79,275
2025-07-01,4.19,4.19,4.1,4.1,0.13,+3.27%,7,299
2025-06-30,4.02,4.08,3.88,3.97,-0.24,-5.70%,130,298
2025-06-27,4.21,4.21,4.21,4.21,0.06,+1.45%,30,206
2025-06-26,4.13,4.15,4.13,4.15,0.18,+4.53%,61,227
2025-06-25,4.06,4.25,3.97,3.97,-0.08,-1.98%,137,204
2025-06-24,4.4,4.4,4.05,4.05,-2.79,-40.79%,48,151
2025-06-23,9.28,9.28,6.84,6.84,-3.71,-35.17%,1,149
2025-06-20,10.55,10.55,10.55,10.55,0,0.00%,0,149
2025-06-18,10.55,10.55,10.55,10.55,0,0.00%,0,149
2025-06-17,10.55,10.55,10.55,10.55,2.43,+29.93%,0,149
2025-06-16,8.12,8.12,8.12,8.12,-0.57,-6.56%,0,149
2025-06-13,8.69,8.69,8.69,8.69,3.06,+54.35%,0,149
2025-06-12,5.11,5.63,5.08,5.63,-0.01,-0.18%,3,149
2025-06-11,4.33,5.64,4.33,5.64,1.75,+44.99%,2,152
2025-06-10,4.25,4.25,3.89,3.89,-0.16,-3.95%,2,150
2025-06-09,3.99,4.05,3.88,4.05,0.2,+5.19%,7,148
2025-06-06,3.85,3.85,3.85,3.85,0.41,+11.92%,1,153
2025-06-05,3.33,3.44,3.33,3.44,0.2,+6.17%,3,153
2025-06-04,3.75,3.75,3.15,3.24,-0.36,-10.00%,30,154
2025-06-03,3.6,3.6,3.6,3.6,0.44,+13.92%,0,161
2025-06-02,3.08,3.68,3.08,3.16,0.52,+19.70%,7,161
2025-05-30,2.65,2.65,2.61,2.64,-0.2,-7.04%,6,163
2025-05-29,3.16,3.16,2.84,2.84,-0.47,-14.20%,11,168
2025-05-28,3.36,3.42,3.31,3.31,0.18,+5.75%,3,160
2025-05-27,3.49,3.49,2.97,3.13,-0.4,-11.33%,18,157
2025-05-23,3.26,3.59,3.26,3.53,0.14,+4.13%,12,151
2025-05-22,3.11,3.39,3.11,3.39,0,0.00%,5,142
2025-05-21,3.83,3.83,3.39,3.39,-0.06,-1.74%,1,144
2025-05-20,3.42,3.45,3.42,3.45,-0.03,-0.86%,1,143
2025-05-19,3.48,3.48,3.48,3.48,-0.07,-1.97%,0,142
2025-05-16,3.51,3.55,3.51,3.55,0.3,+9.23%,1,142
