Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-25,0.07,0.07,0.07,0.07,0,0.00%,4,0
2025-08-22,0.07,0.07,0.07,0.07,-0.01,-12.50%,2,1844
2025-08-21,0.07,0.08,0.07,0.08,0.02,+33.33%,5,1843
2025-08-20,0.07,0.08,0.06,0.06,-0.01,-14.29%,501,1847
2025-08-19,0.07,0.07,0.07,0.07,0,0.00%,3,1787
2025-08-18,0.08,0.08,0.07,0.07,-0.03,-30.00%,2,1788
2025-08-15,0.13,0.13,0.1,0.1,-0.03,-23.08%,12,1789
2025-08-14,0.13,0.13,0.13,0.13,0.04,+44.44%,30,1789
2025-08-13,0.08,0.09,0.08,0.09,0,0.00%,703,1789
2025-08-12,0.1,0.1,0.09,0.09,-0.03,-25.00%,13,1334
2025-08-11,0.13,0.13,0.12,0.12,-0.02,-14.29%,18,1333
2025-08-08,0.17,0.17,0.14,0.14,-0.04,-22.22%,91,1349
2025-08-07,0.22,0.22,0.18,0.18,-0.06,-25.00%,14,1298
2025-08-06,0.35,0.35,0.22,0.24,-0.07,-22.58%,202,1299
2025-08-05,0.43,0.43,0.3,0.31,-0.14,-31.11%,81,1203
2025-08-04,0.46,0.47,0.45,0.45,-0.19,-29.69%,23,1236
2025-08-01,0.77,0.77,0.58,0.64,-0.14,-17.95%,99,1229
2025-07-31,0.81,0.81,0.78,0.78,-0.17,-17.89%,298,1215
2025-07-30,1,1,0.95,0.95,0.08,+9.20%,238,1104
2025-07-29,0.5,0.87,0.5,0.87,0.36,+70.59%,412,1002
2025-07-28,0.45,0.51,0.45,0.51,0.14,+37.84%,644,1011
2025-07-25,0.41,0.41,0.37,0.37,-0.02,-5.13%,1,458
2025-07-24,0.33,0.39,0.33,0.39,0.07,+21.88%,10,458
2025-07-23,0.33,0.33,0.32,0.32,0,0.00%,52,449
2025-07-22,0.34,0.34,0.32,0.32,-0.04,-11.11%,2,397
2025-07-21,0.35,0.36,0.35,0.36,-0.06,-14.29%,5,397
2025-07-18,0.52,0.52,0.42,0.42,-0.02,-4.55%,4,394
2025-07-17,0.45,0.45,0.44,0.44,0,0.00%,15,397
2025-07-16,0.4,0.44,0.4,0.44,-0.03,-6.38%,7,382
2025-07-15,0.5,0.5,0.47,0.47,-0.1,-17.54%,3,376
2025-07-14,0.57,0.57,0.57,0.57,-0.25,-30.49%,82,379
2025-07-11,0.82,0.82,0.82,0.82,0.29,+54.72%,1,379
2025-07-10,0.52,0.53,0.52,0.53,-0.14,-20.90%,131,378
2025-07-09,0.67,0.67,0.67,0.67,-0.08,-10.67%,1,376
2025-07-08,0.75,0.75,0.75,0.75,0.03,+4.17%,240,376
2025-07-07,0.6,0.72,0.6,0.72,0.04,+5.88%,5,431
2025-07-03,0.66,0.69,0.66,0.68,-0.28,-29.17%,5,426
2025-07-02,0.52,0.96,0.52,0.96,0.43,+81.13%,74,421
2025-07-01,0.54,0.54,0.53,0.53,-0.01,-1.85%,4,428
2025-06-30,0.54,0.54,0.54,0.54,-0.07,-11.48%,0,424
2025-06-27,0.61,0.61,0.61,0.61,-0.02,-3.17%,0,424
2025-06-26,0.63,0.63,0.63,0.63,-0.01,-1.56%,0,424
2025-06-25,0.72,0.72,0.64,0.64,-0.04,-5.88%,309,424
2025-06-24,0.78,0.78,0.68,0.68,-0.79,-53.74%,1,234
2025-06-23,4.8,4.8,1.47,1.47,-2.22,-60.16%,64,235
2025-06-20,4.07,4.07,3.64,3.69,-0.03,-0.81%,17,215
2025-06-18,3.72,3.72,3.72,3.72,-0.08,-2.11%,0,205
2025-06-17,2.42,3.8,2.42,3.8,1.53,+67.40%,30,205
2025-06-16,2.35,2.35,1.76,2.27,-0.26,-10.28%,15,187
2025-06-13,3.36,3.36,2.26,2.53,1.29,+104.03%,75,190
2025-06-12,1.24,1.24,1.24,1.24,0,0.00%,3,170
2025-06-11,1.16,1.24,1.16,1.24,0.69,+125.45%,15,167
2025-06-10,0.56,0.56,0.55,0.55,0,0.00%,3,177
2025-06-09,0.49,0.55,0.49,0.55,0.05,+10.00%,18,174
2025-06-06,0.5,0.5,0.5,0.5,0.04,+8.70%,6,159
2025-06-05,0.46,0.46,0.46,0.46,0.01,+2.22%,1,156
2025-06-04,0.45,0.45,0.45,0.45,-0.06,-11.76%,0,155
2025-06-03,0.49,0.51,0.49,0.51,0.03,+6.25%,1,155
2025-06-02,0.48,0.48,0.48,0.48,0.06,+14.29%,30,154
2025-05-30,0.42,0.42,0.42,0.42,-0.03,-6.67%,0,154
2025-05-29,0.45,0.45,0.45,0.45,-0.09,-16.67%,1,154
2025-05-28,0.54,0.54,0.54,0.54,0,0.00%,1,155
2025-05-27,0.54,0.54,0.54,0.54,-0.09,-14.29%,1,154
2025-05-23,0.63,0.63,0.63,0.63,0.02,+3.28%,0,153
2025-05-22,0.61,0.61,0.61,0.61,0.06,+10.91%,4,153
2025-05-21,0.55,0.55,0.55,0.55,0.06,+12.24%,30,151
2025-05-20,0.5,0.5,0.49,0.49,0,0.00%,2,121
2025-05-19,0.49,0.49,0.49,0.49,-0.01,-2.00%,0,120
2025-05-16,0.5,0.5,0.5,0.5,0.06,+13.64%,0,120
2025-05-15,0.44,0.44,0.44,0.44,-0.11,-20.00%,0,120
2025-05-14,0.55,0.55,0.55,0.55,-0.05,-8.33%,0,120
2025-05-13,0.6,0.6,0.6,0.6,0.12,+25.00%,0,120
2025-05-12,0.59,0.59,0.48,0.48,-0.03,-5.88%,51,120
2025-05-09,0.51,0.51,0.51,0.51,0.01,+2.00%,0,120
2025-05-08,0.5,0.5,0.5,0.5,0.07,+16.28%,0,120
2025-05-07,0.43,0.43,0.43,0.43,-0.07,-14.00%,0,120
2025-05-06,0.5,0.5,0.5,0.5,0.05,+11.11%,0,120
2025-05-05,0.45,0.45,0.45,0.45,-0.09,-16.67%,0,120
2025-05-02,0.54,0.54,0.54,0.54,-0.03,-5.26%,14,120
2025-05-01,0.57,0.57,0.57,0.57,0.03,+5.56%,0,120
