Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-25,0.6,0.61,0.37,0.41,-0.22,-34.92%,3288,0
2025-08-22,0.75,0.77,0.61,0.63,-0.1,-13.70%,1509,21934
2025-08-21,0.97,0.99,0.73,0.73,-0.27,-27.00%,4574,22800
2025-08-20,1.23,1.29,0.93,1,-0.35,-25.93%,2770,23455
2025-08-19,1.2,1.38,1.19,1.35,0.26,+23.85%,3547,24521
2025-08-18,1.47,1.55,1.06,1.09,-0.47,-30.13%,1436,23610
2025-08-15,1.2,1.57,1.2,1.56,0.31,+24.80%,2751,23625
2025-08-14,1.47,1.47,1.23,1.25,-0.28,-18.30%,1911,23804
2025-08-13,1.4,1.8,1.4,1.53,0.14,+10.07%,2769,23958
2025-08-12,1.28,1.46,1.25,1.39,0.07,+5.30%,1767,22468
2025-08-11,1.59,1.64,1.32,1.32,-0.18,-12.00%,1709,21988
2025-08-08,1.58,1.8,1.39,1.5,-0.07,-4.46%,1206,21260
2025-08-07,1.43,1.6,1.37,1.57,0.01,+0.64%,1623,21180
2025-08-06,1.34,1.65,1.13,1.56,0.18,+13.04%,7353,21683
2025-08-05,1.19,1.46,1.18,1.38,0.15,+12.20%,3304,23512
2025-08-04,1.13,1.43,1.06,1.23,0.04,+3.36%,7651,22713
2025-08-01,0.79,1.21,0.79,1.19,0.39,+48.75%,2719,22553
2025-07-31,0.69,0.85,0.67,0.8,0.13,+19.40%,2324,22353
2025-07-30,0.75,0.8,0.64,0.67,-0.05,-6.94%,11062,23672
2025-07-29,1.06,1.06,0.69,0.72,-0.34,-32.08%,5482,24187
2025-07-28,1.3,1.31,1,1.06,-0.29,-21.48%,1044,27881
2025-07-25,1.27,1.36,1.27,1.35,0.16,+13.45%,2615,27148
2025-07-24,1.29,1.31,1.15,1.19,-0.16,-11.85%,393,26685
2025-07-23,1.45,1.5,1.29,1.35,-0.05,-3.57%,3299,26384
2025-07-22,1.45,1.52,1.37,1.4,0.14,+11.11%,2458,25373
2025-07-21,1.25,1.42,1.25,1.26,-0.09,-6.67%,97,26540
2025-07-18,1.32,1.38,1.14,1.35,-0.03,-2.17%,666,26540
2025-07-17,1.65,1.65,1.37,1.38,-0.34,-19.77%,1984,26909
2025-07-16,1.72,1.72,1.63,1.72,0.04,+2.38%,3638,26105
2025-07-15,1.8,1.8,1.62,1.68,0.01,+0.60%,62,27895
2025-07-14,1.52,1.67,1.34,1.67,0.08,+5.03%,225,27887
2025-07-11,1.82,1.82,1.52,1.59,-0.29,-15.43%,4940,27975
2025-07-10,1.53,1.88,1.53,1.88,0.38,+25.33%,1168,27239
2025-07-09,1.47,1.62,1.47,1.5,-0.04,-2.60%,355,27818
2025-07-08,1.72,1.72,1.52,1.54,-0.17,-9.94%,1378,27822
2025-07-07,1.75,1.83,1.68,1.71,-0.32,-15.76%,1608,28107
