Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-22,4.88,4.88,4.88,4.88,-0.17,-3.37%,7,4785
2025-08-21,5.05,5.05,5.05,5.05,-0.7,-12.17%,13,4786
2025-08-20,5.75,5.75,5.75,5.75,-0.87,-13.14%,0,4786
2025-08-19,6.62,6.62,6.62,6.62,0.79,+13.55%,1,4786
2025-08-18,5.83,5.83,5.83,5.83,-0.79,-11.93%,4,4787
2025-08-15,5.85,6.62,5.85,6.62,0.84,+14.53%,2,4787
2025-08-14,5.78,5.78,5.78,5.78,-0.83,-12.56%,0,4785
2025-08-13,6.61,6.61,6.61,6.61,0.44,+7.13%,3,4785
2025-08-12,6.17,6.17,6.17,6.17,0.42,+7.30%,0,4785
2025-08-11,5.75,5.75,5.75,5.75,-0.18,-3.04%,1,4785
2025-08-08,5.93,5.93,5.93,5.93,-0.06,-1.00%,33,4786
2025-08-07,5.56,5.99,5.56,5.99,0.17,+2.92%,55,4767
2025-08-06,4.82,5.82,4.82,5.82,0.48,+8.99%,113,4739
2025-08-05,5.3,5.34,5.3,5.34,0.55,+11.48%,104,4673
2025-08-04,4.73,4.79,4.7,4.79,0.33,+7.40%,20,4738
2025-08-01,3.46,4.53,3.46,4.46,1.16,+35.15%,204,4748
2025-07-31,3.17,3.52,3.17,3.3,0.3,+10.00%,2156,4721
2025-07-30,3.19,3.21,2.89,3,-0.22,-6.83%,6253,5252
2025-07-29,3.85,3.85,3.09,3.22,-1.09,-25.29%,35,9816
2025-07-28,4.31,4.31,4.31,4.31,-0.89,-17.12%,2,9815
2025-07-25,5.12,5.2,5.12,5.2,0.5,+10.64%,43,9815
2025-07-24,4.7,4.7,4.7,4.7,-0.41,-8.02%,15,9815
2025-07-23,5.11,5.11,5.11,5.11,-0.06,-1.16%,2023,9815
2025-07-22,5.3,5.5,5.17,5.17,0.36,+7.48%,821,7815
2025-07-21,4.81,4.81,4.81,4.81,-0.1,-2.04%,32,8565
2025-07-18,4.91,4.91,4.91,4.91,-0.02,-0.41%,0,8565
2025-07-17,4.93,4.93,4.93,4.93,-0.74,-13.05%,0,8565
2025-07-16,6,6,5.67,5.67,0.09,+1.61%,35,8565
2025-07-15,5.58,5.58,5.58,5.58,0.13,+2.39%,0,8565
2025-07-14,5.23,5.45,5.23,5.45,0.34,+6.65%,5,8565
2025-07-11,5.64,5.64,5.11,5.11,-0.73,-12.50%,3,8565
2025-07-10,4.96,5.84,4.96,5.84,0.84,+16.80%,2,8566
2025-07-09,5,5,5,5,-0.06,-1.19%,27,8566
2025-07-08,4.95,5.06,4.95,5.06,-0.37,-6.81%,14,8566
2025-07-07,5.36,5.43,5.36,5.43,-0.6,-9.95%,170,8566
2025-07-03,6.03,6.03,6.03,6.03,-0.04,-0.66%,0,8565
2025-07-02,6.4,6.4,6.07,6.07,-0.82,-11.90%,9,8565
2025-07-01,6.89,6.89,6.89,6.89,-0.26,-3.64%,53,8567
2025-06-30,7.15,7.15,7.15,7.15,-0.05,-0.69%,138,8617
2025-06-27,7.2,7.2,7.2,7.2,-0.18,-2.44%,0,8617
2025-06-26,7.2,7.38,7.2,7.38,-0.25,-3.28%,180,8617
2025-06-25,7.63,7.63,7.63,7.63,-0.23,-2.93%,62,8517
2025-06-24,7.86,7.86,7.86,7.86,1.97,+33.45%,1384,8517
2025-06-23,4.34,5.89,4.34,5.89,0.88,+17.56%,10917,9617
2025-06-20,5.03,5.03,4.99,5.01,-0.16,-3.09%,14,777
2025-06-18,5.17,5.17,5.17,5.17,-0.21,-3.90%,0,765
2025-06-17,5.42,5.46,5.22,5.38,-0.36,-6.27%,325,765
2025-06-16,4.97,5.74,4.97,5.74,0.23,+4.17%,119,659
2025-06-13,5.57,5.58,5.51,5.51,-1.28,-18.85%,507,601
2025-06-12,6.93,6.93,6.71,6.79,0.41,+6.43%,4,166
2025-06-11,6.8,6.8,6.38,6.38,-1.24,-16.27%,6,162
2025-06-10,7.62,7.62,7.62,7.62,0.18,+2.42%,0,156
2025-06-09,7.44,7.44,7.44,7.44,-0.32,-4.12%,0,156
2025-06-06,7.76,7.76,7.76,7.76,-0.74,-8.71%,0,156
2025-06-05,8.5,8.5,8.5,8.5,-0.45,-5.03%,0,156
2025-06-04,8.95,8.95,8.95,8.95,0.42,+4.92%,0,156
2025-06-03,8.53,8.53,8.53,8.53,-0.83,-8.87%,0,156
2025-06-02,9.36,9.36,9.36,9.36,-1.39,-12.93%,37,156
2025-05-30,10.75,10.75,10.75,10.75,0.52,+5.08%,0,119
2025-05-29,10.23,10.23,10.23,10.23,0.79,+8.37%,0,119
2025-05-28,9.44,9.44,9.44,9.44,-0.64,-6.35%,0,119
2025-05-27,10.08,10.08,10.08,10.08,0.28,+2.86%,0,119
2025-05-23,9.8,9.8,9.8,9.8,-0.15,-1.51%,0,119
2025-05-22,9.95,9.95,9.95,9.95,0.48,+5.07%,0,119
2025-05-21,9.47,9.47,9.47,9.47,0.4,+4.41%,16,119
2025-05-20,9.07,9.07,9.07,9.07,-0.11,-1.20%,0,104
2025-05-19,9.18,9.18,9.18,9.18,0,0.00%,0,104
2025-05-16,9.18,9.18,9.18,9.18,-0.39,-4.08%,0,104
2025-05-15,9.57,9.57,9.57,9.57,1.01,+11.80%,0,104
2025-05-14,8.56,8.56,8.56,8.56,0.39,+4.77%,17,104
2025-05-13,8.16,8.17,8.16,8.17,-1.04,-11.29%,0,87
2025-05-12,9.21,9.21,9.21,9.21,-1.02,-9.97%,0,87
2025-05-09,10.23,10.23,10.23,10.23,-0.7,-6.40%,0,87
2025-05-08,10.93,10.93,10.93,10.93,-1.29,-10.56%,0,87
2025-05-07,12.22,12.22,12.22,12.22,0.72,+6.26%,0,87
2025-05-06,11.5,11.5,11.5,11.5,-1.44,-11.13%,0,87
2025-05-05,12.94,12.94,12.94,12.94,0.57,+4.61%,0,87
2025-05-02,12.37,12.37,12.37,12.37,0.45,+3.78%,0,87
2025-05-01,11.92,11.92,11.92,11.92,-0.84,-6.58%,0,87
2025-04-30,12.76,12.76,12.76,12.76,1.88,+17.28%,0,87
2025-04-29,10.88,10.88,10.88,10.88,0.94,+9.46%,0,87
2025-04-28,9.94,9.94,9.94,9.94,0.57,+6.08%,0,87
2025-04-25,9.37,9.37,9.37,9.37,-0.21,-2.19%,0,87
2025-04-24,9.58,9.58,9.58,9.58,-0.42,-4.20%,0,87
2025-04-23,10,10,10,10,0.75,+8.11%,0,87
2025-04-22,9.25,9.25,9.25,9.25,-0.81,-8.05%,20,87
2025-04-21,10.06,10.06,10.06,10.06,1.06,+11.78%,20,87
2025-04-17,9,9,9,9,-1.19,-11.68%,0,77
2025-04-16,10.19,10.19,10.19,10.19,-0.47,-4.41%,0,77
2025-04-15,10.66,10.66,10.66,10.66,0.22,+2.11%,0,77
2025-04-14,10.44,10.44,10.44,10.44,-0.58,-5.26%,0,77
2025-04-11,11.02,11.02,11.02,11.02,-0.46,-4.01%,0,77
2025-04-10,11.48,11.48,11.48,11.48,1.5,+15.03%,0,77
2025-04-09,9.98,9.98,9.98,9.98,-1.91,-16.06%,0,77
2025-04-08,11.89,11.89,11.89,11.89,1.35,+12.81%,0,77
2025-04-07,10.54,10.54,10.54,10.54,0.45,+4.46%,0,77
2025-04-04,9.64,10.09,9.64,10.09,3.02,+42.72%,5,77
2025-04-03,7.14,7.3,7.07,7.07,2.38,+50.75%,5,77
2025-04-02,4.69,4.69,4.69,4.69,-0.14,-2.90%,0,72
2025-04-01,4.83,4.83,4.83,4.83,-0.06,-1.23%,0,72
2025-03-31,4.89,4.89,4.89,4.89,-0.74,-13.14%,5,72
2025-03-28,5.63,5.63,5.63,5.63,0.33,+6.23%,0,72
2025-03-27,5.3,5.3,5.3,5.3,-0.17,-3.11%,0,72
2025-03-26,5.47,5.47,5.47,5.47,-0.22,-3.87%,0,72
2025-03-25,5.69,5.69,5.69,5.69,-0.04,-0.70%,0,72
2025-03-24,5.75,5.83,5.7,5.73,-0.37,-6.07%,4,72
2025-03-21,6.16,6.16,6.1,6.1,-0.15,-2.40%,1,68
2025-03-20,6.25,6.25,6.25,6.25,-0.55,-8.09%,0,67
2025-03-19,6.8,6.8,6.8,6.8,-0.04,-0.58%,0,67
2025-03-18,6.84,6.84,6.84,6.84,0.26,+3.95%,0,67
2025-03-17,6.58,6.58,6.58,6.58,-0.3,-4.36%,0,67
2025-03-14,6.88,6.88,6.88,6.88,-0.32,-4.44%,0,67
2025-03-13,7.2,7.2,7.2,7.2,0.53,+7.95%,0,67
2025-03-12,6.67,6.67,6.67,6.67,-0.8,-10.71%,0,67
2025-03-11,7.47,7.47,7.47,7.47,-0.17,-2.23%,0,67
2025-03-10,7.65,7.65,7.64,7.64,0.69,+9.93%,0,67
2025-03-07,6.95,6.95,6.95,6.95,-0.45,-6.08%,0,67
2025-03-06,7.4,7.4,7.4,7.4,0.06,+0.82%,0,67
2025-03-05,7.47,7.47,7.3,7.34,0.81,+12.40%,24,67
2025-03-04,7.12,7.12,6.53,6.53,0.22,+3.49%,2,43
2025-03-03,6.31,6.31,6.31,6.31,0.38,+6.41%,0,41
2025-02-28,5.93,5.93,5.93,5.93,0.32,+5.70%,0,41
2025-02-27,5.61,5.61,5.61,5.61,-0.57,-9.22%,0,41
2025-02-26,6.18,6.18,6.18,6.18,0.24,+4.04%,0,41
2025-02-25,5.4,5.94,5.4,5.94,0.81,+15.79%,6,41
2025-02-24,5.13,5.13,5.13,5.13,-0.17,-3.21%,0,41
2025-02-21,5.3,5.3,5.3,5.3,0.9,+20.45%,0,41
2025-02-20,4.4,4.4,4.4,4.4,-0.19,-4.14%,0,41
2025-02-19,4.59,4.59,4.59,4.59,-0.09,-1.92%,0,41
