Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-25,0.82,0.84,0.53,0.58,-0.29,-33.33%,1395,0
2025-08-22,1,1.04,0.84,0.87,-0.12,-12.12%,483,6186
2025-08-21,1.26,1.3,0.98,0.99,-0.33,-25.00%,287,6307
2025-08-20,1.48,1.57,1.27,1.32,-0.43,-24.57%,1319,6227
2025-08-19,1.6,1.79,1.52,1.75,0.33,+23.24%,265,5826
2025-08-18,1.97,1.97,1.42,1.42,-0.52,-26.80%,1629,5877
2025-08-15,1.57,1.95,1.57,1.94,0.36,+22.78%,337,5413
2025-08-14,1.89,1.96,1.56,1.58,-0.35,-18.13%,420,5383
2025-08-13,1.95,2.17,1.83,1.93,0.18,+10.29%,298,5290
2025-08-12,1.64,1.81,1.63,1.75,0.1,+6.06%,234,5286
2025-08-11,1.94,2,1.63,1.65,-0.18,-9.84%,770,5284
2025-08-08,1.92,2.16,1.77,1.83,-0.08,-4.19%,697,5041
2025-08-07,1.71,1.92,1.7,1.91,0.03,+1.60%,324,4935
2025-08-06,1.52,2.05,1.52,1.88,0.21,+12.57%,1042,4976
2025-08-05,1.43,1.74,1.43,1.67,0.19,+12.84%,619,4728
2025-08-04,1.47,1.74,1.38,1.48,0.06,+4.23%,160,4875
2025-08-01,0.97,1.44,0.96,1.42,0.46,+47.92%,311,4910
2025-07-31,1.02,1.04,0.96,0.96,0.15,+18.52%,381,5031
2025-07-30,0.92,0.92,0.79,0.81,-0.06,-6.90%,2853,4835
2025-07-29,1.25,1.25,0.84,0.87,-0.41,-32.03%,270,5587
2025-07-28,1.28,1.33,1.28,1.28,-0.34,-20.99%,2661,5422
2025-07-25,1.62,1.62,1.62,1.62,0.18,+12.50%,77,6469
2025-07-24,1.45,1.6,1.38,1.44,-0.18,-11.11%,34,6504
2025-07-23,1.81,1.81,1.62,1.62,-0.06,-3.57%,238,6512
2025-07-22,1.68,1.78,1.68,1.68,0.17,+11.26%,262,6618
2025-07-21,1.5,1.68,1.5,1.51,-0.1,-6.21%,187,6466
2025-07-18,1.54,1.61,1.54,1.61,-0.03,-1.83%,43,6547
2025-07-17,1.8,1.8,1.62,1.64,-0.39,-19.21%,79,6561
2025-07-16,2.21,2.21,2.03,2.03,0.05,+2.53%,173,6564
2025-07-15,1.98,1.98,1.98,1.98,0.01,+0.51%,1,6514
2025-07-14,1.68,1.97,1.63,1.97,0.1,+5.35%,4,6513
2025-07-11,2.16,2.16,1.87,1.87,-0.33,-15.00%,244,6512
2025-07-10,2.21,2.21,2.08,2.2,0.43,+24.29%,303,6712
2025-07-09,1.9,1.9,1.69,1.77,-0.04,-2.21%,323,6712
2025-07-08,1.82,1.82,1.81,1.81,-0.2,-9.95%,419,6505
2025-07-07,2.09,2.09,1.99,2.01,-0.36,-15.19%,139,6199
2025-07-03,2.37,2.37,2.37,2.37,-0.03,-1.25%,3,6244
2025-07-02,2.44,2.44,2.4,2.4,-0.46,-16.08%,31,6243
2025-07-01,3.07,3.07,2.86,2.86,-0.15,-4.98%,322,6223
2025-06-30,3.02,3.02,3.01,3.01,-0.1,-3.22%,2,6423
2025-06-27,3,3.11,3,3.11,-0.11,-3.42%,35,6423
2025-06-26,3.31,3.31,3.01,3.22,-0.15,-4.45%,16,6457
2025-06-25,3.35,3.37,3.06,3.37,-0.21,-5.87%,9,6463
2025-06-24,2.96,3.58,2.96,3.58,1.09,+43.78%,483,6468
2025-06-23,1.77,2.49,1.77,2.49,0.36,+16.90%,236,6264
2025-06-20,2.37,2.37,2.04,2.13,-0.18,-7.79%,25,6054
2025-06-18,2.31,2.31,2.31,2.31,-0.17,-6.85%,12,6054
2025-06-17,2.39,2.48,2.39,2.48,-0.09,-3.50%,206,6062
2025-06-16,2.05,3.07,2.05,2.57,0.01,+0.39%,100,5860
2025-06-13,2.5,2.62,2.44,2.56,-0.54,-17.42%,679,5944
2025-06-12,3.06,3.1,3,3.1,0.32,+11.51%,82,5710
2025-06-11,3.6,3.6,2.78,2.78,-0.7,-20.11%,5,5704
2025-06-10,3.1,3.48,3.1,3.48,0.11,+3.26%,448,5701
2025-06-09,3.37,3.38,3.35,3.37,-0.23,-6.39%,6,5719
2025-06-06,4.22,4.22,3.6,3.6,-0.47,-11.55%,254,5722
2025-06-05,4.25,4.25,4,4.07,-0.3,-6.86%,166,5563
2025-06-04,4.27,4.56,4.27,4.37,0.21,+5.05%,532,5529
2025-06-03,4.51,4.54,4.15,4.16,-0.53,-11.30%,19,5442
2025-06-02,4.49,4.71,4.36,4.69,-1.03,-18.01%,42,5450
2025-05-30,5.54,5.72,5.54,5.72,0.39,+7.32%,2,5427
2025-05-29,5.3,5.35,5.3,5.33,0.51,+10.58%,3,5427
2025-05-28,4.58,4.82,4.58,4.82,-0.48,-9.06%,1,5430
2025-05-27,5.3,5.3,5.3,5.3,0.09,+1.73%,0,5431
2025-05-23,5.2,5.21,5.19,5.21,-0.08,-1.51%,4,5431
2025-05-22,5.5,5.5,5.29,5.29,0.38,+7.74%,3,5434
2025-05-21,4.45,4.91,4.45,4.91,0.26,+5.59%,81,5436
2025-05-20,4.65,4.65,4.65,4.65,-0.1,-2.11%,2,5417
2025-05-19,4.75,4.75,4.75,4.75,-0.05,-1.04%,1,5416
2025-05-16,4.8,4.8,4.8,4.8,-0.23,-4.57%,0,5416
2025-05-15,5.02,5.03,5.02,5.03,0.66,+15.10%,95,5416
2025-05-14,4.42,4.42,4.31,4.37,0.22,+5.30%,113,5406
2025-05-13,4.35,4.35,4.14,4.15,-0.65,-13.54%,2,5306
2025-05-12,4.41,4.8,4.41,4.8,-0.78,-13.98%,22,5306
2025-05-09,5.58,5.58,5.58,5.58,-0.51,-8.37%,0,5315
2025-05-08,6.22,6.22,6.09,6.09,-0.96,-13.62%,1,5315
2025-05-07,7.05,7.05,7.05,7.05,0.5,+7.63%,0,5315
2025-05-06,6.55,6.55,6.55,6.55,-1.09,-14.27%,0,5315
2025-05-05,7.64,7.64,7.64,7.64,0.26,+3.52%,0,5315
2025-05-02,7.38,7.38,7.38,7.38,0.25,+3.51%,300,5315
2025-05-01,7.13,7.13,7.13,7.13,-0.65,-8.35%,0,5315
2025-04-30,6.56,7.78,6.56,7.78,1.51,+24.08%,1,5315
2025-04-29,5.81,6.27,5.81,6.27,0.69,+12.37%,1,5315
