Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-22,9,9,9,9,-0.15,-1.64%,0,34
2025-08-21,9.15,9.15,9.15,9.15,-0.77,-7.76%,0,34
2025-08-20,9.92,9.92,9.92,9.92,-0.93,-8.57%,0,34
2025-08-19,10.85,10.85,10.85,10.85,0.88,+8.83%,0,34
2025-08-18,9.97,9.97,9.97,9.97,-0.77,-7.17%,0,34
2025-08-15,10.74,10.74,10.74,10.74,0.97,+9.93%,0,34
2025-08-14,9.77,9.77,9.77,9.77,-0.98,-9.12%,0,34
2025-08-13,10.75,10.75,10.75,10.75,0.52,+5.08%,0,34
2025-08-12,10.23,10.23,10.23,10.23,0.53,+5.46%,0,34
2025-08-11,9.7,9.7,9.7,9.7,-0.14,-1.42%,0,34
2025-08-08,9.84,9.84,9.84,9.84,-0.02,-0.20%,0,34
2025-08-07,9.86,9.86,9.86,9.86,0.25,+2.60%,0,34
2025-08-06,9.61,9.61,9.61,9.61,0.61,+6.78%,0,34
2025-08-05,9,9,9,9,0.78,+9.49%,0,34
2025-08-04,8.22,8.22,8.22,8.22,0.52,+6.75%,0,34
2025-08-01,7.7,7.7,7.7,7.7,1.56,+25.41%,0,34
2025-07-31,5.7,6.2,5.7,6.14,0.45,+7.91%,19,34
2025-07-30,5.69,5.69,5.69,5.69,-0.4,-6.57%,0,43
2025-07-29,6.09,6.09,6.09,6.09,-1.58,-20.60%,0,43
2025-07-28,7.67,7.67,7.67,7.67,-1.2,-13.53%,0,43
2025-07-25,8.87,8.87,8.87,8.87,0.67,+8.17%,0,43
2025-07-24,8.2,8.2,8.2,8.2,-0.51,-5.86%,0,43
2025-07-23,8.71,8.71,8.71,8.71,-0.03,-0.34%,0,43
2025-07-22,8.74,8.74,8.74,8.74,0.45,+5.43%,0,43
2025-07-21,8.29,8.29,8.29,8.29,-0.09,-1.07%,0,43
2025-07-18,8.38,8.38,8.38,8.38,0.05,+0.60%,0,43
2025-07-17,8.33,8.33,8.33,8.33,-0.88,-9.55%,0,43
2025-07-16,9.21,9.21,9.21,9.21,0.11,+1.21%,0,43
2025-07-15,9.1,9.1,9.1,9.1,0.23,+2.59%,0,43
2025-07-14,8.87,8.87,8.87,8.87,0.53,+6.35%,0,43
2025-07-11,8.34,8.34,8.34,8.34,-1.,-10.71%,0,43
2025-07-10,9.34,9.34,9.34,9.34,1.08,+13.08%,0,43
2025-07-09,8.26,8.26,8.26,8.26,-0.05,-0.60%,0,43
2025-07-08,8.31,8.31,8.31,8.31,-0.43,-4.92%,0,43
2025-07-07,8.74,8.74,8.74,8.74,-0.69,-7.32%,0,43
2025-07-03,9.43,9.43,9.43,9.43,0,0.00%,0,43
2025-07-02,9.43,9.43,9.43,9.43,-1.02,-9.76%,0,43
2025-07-01,10.45,10.45,10.45,10.45,-0.31,-2.88%,0,43
2025-06-30,10.76,10.76,10.76,10.76,0.01,+0.09%,0,43
2025-06-27,10.75,10.75,10.75,10.75,-0.2,-1.83%,0,43
