Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-22,16.87,16.87,16.87,16.87,-0.15,-0.88%,0,7
2025-08-21,17.02,17.02,17.02,17.02,-0.8,-4.49%,0,7
2025-08-20,17.82,17.82,17.82,17.82,-0.94,-5.01%,0,7
2025-08-19,18.76,18.76,18.76,18.76,0.93,+5.22%,0,7
2025-08-18,17.83,17.83,17.83,17.83,-0.74,-3.98%,0,7
2025-08-15,18.57,18.57,18.57,18.57,1.02,+5.81%,0,7
2025-08-14,17.55,17.55,17.55,17.55,-1.06,-5.70%,0,7
2025-08-13,18.61,18.61,18.61,18.61,0.55,+3.05%,0,7
2025-08-12,18.06,18.06,18.06,18.06,0.59,+3.38%,0,7
2025-08-11,17.47,17.47,17.47,17.47,-0.11,-0.63%,0,7
2025-08-08,17.58,17.58,17.58,17.58,0.01,+0.06%,0,7
2025-08-07,17.57,17.57,17.57,17.57,0.33,+1.91%,0,7
2025-08-06,17.24,17.24,17.24,17.24,0.73,+4.42%,0,7
2025-08-05,16.51,16.51,16.51,16.51,0.98,+6.31%,0,7
2025-08-04,15.53,15.53,15.53,15.53,0.73,+4.93%,0,7
2025-08-01,14.8,14.8,14.8,14.8,1.89,+14.64%,0,7
2025-07-31,12.91,12.91,12.91,12.91,0.58,+4.70%,0,7
2025-07-30,12.33,12.33,12.33,12.33,-0.59,-4.57%,0,7
2025-07-29,12.92,12.92,12.92,12.92,-2.06,-13.75%,0,7
2025-07-28,14.98,14.98,14.98,14.98,-1.44,-8.77%,0,7
2025-07-25,16.42,16.42,16.42,16.42,0.78,+4.99%,0,7
2025-07-24,15.64,15.64,15.64,15.64,-0.58,-3.58%,0,7
2025-07-23,16.22,16.22,16.22,16.22,-0.04,-0.25%,0,7
2025-07-22,16.26,16.26,16.26,16.26,0.54,+3.44%,0,7
2025-07-21,15.72,15.72,15.72,15.72,-0.04,-0.25%,0,7
2025-07-18,15.76,15.76,15.76,15.76,0.1,+0.64%,0,7
2025-07-17,15.66,15.66,15.66,15.66,-0.96,-5.78%,0,7
2025-07-16,17.11,17.11,16.62,16.62,0.16,+0.97%,1,7
2025-07-15,16.46,16.46,16.46,16.46,0.32,+1.98%,0,6
2025-07-14,16.14,16.14,16.14,16.14,0.77,+5.01%,0,6
2025-07-11,15.37,15.37,15.37,15.37,-1.27,-7.63%,0,6
2025-07-10,16.64,16.64,16.64,16.64,1.29,+8.40%,0,6
2025-07-09,15.35,15.35,15.35,15.35,-0.01,-0.07%,0,6
2025-07-08,15.36,15.36,15.36,15.36,-0.48,-3.03%,0,6
2025-07-07,15.84,15.84,15.84,15.84,-0.76,-4.58%,0,6
2025-07-03,16.6,16.6,16.6,16.6,0.06,+0.36%,0,6
2025-07-02,16.54,16.54,16.54,16.54,-1.25,-7.03%,0,6
2025-07-01,17.79,17.79,17.79,17.79,-0.32,-1.77%,0,6
2025-06-30,18.11,18.11,18.11,18.11,0.08,+0.44%,0,6
2025-06-27,18.03,18.03,18.03,18.03,-0.19,-1.04%,0,6
2025-06-26,18.22,18.22,18.22,18.22,-0.39,-2.10%,0,6
2025-06-25,18.61,18.61,18.61,18.61,-0.17,-0.91%,0,6
2025-06-24,18.78,18.78,18.78,18.78,3.37,+21.87%,0,6
2025-06-23,15.41,15.41,15.41,15.41,2.12,+15.95%,0,6
2025-06-20,13.29,13.29,13.29,13.29,-0.2,-1.48%,0,6
2025-06-18,13.49,13.49,13.49,13.49,-0.26,-1.89%,0,6
2025-06-17,13.75,13.75,13.75,13.75,-1.13,-7.59%,0,6
2025-06-16,14.88,14.88,14.88,14.88,0.34,+2.34%,0,6
2025-06-13,14.54,14.54,14.54,14.54,-2.54,-14.87%,0,6
2025-06-12,17.08,17.08,17.08,17.08,0.37,+2.21%,0,6
2025-06-11,16.71,16.71,16.71,16.71,-1.95,-10.45%,0,6
2025-06-10,18.66,18.66,18.66,18.66,0.28,+1.52%,0,6
2025-06-09,18.38,18.38,18.38,18.38,-0.4,-2.13%,0,6
2025-06-06,18.78,18.78,18.78,18.78,-0.9,-4.57%,0,6
2025-06-05,19.68,19.68,19.68,19.68,-0.55,-2.72%,0,6
2025-06-04,20.23,20.23,20.23,20.23,0.59,+3.00%,0,6
2025-06-03,19.64,19.64,19.64,19.64,-1.02,-4.94%,0,6
2025-06-02,20.66,20.66,20.66,20.66,-1.61,-7.23%,0,6
2025-05-30,22.27,22.27,22.27,22.27,0.61,+2.82%,0,6
2025-05-29,21.66,21.66,21.66,21.66,0.98,+4.74%,0,6
2025-05-28,20.68,20.68,20.68,20.68,-0.71,-3.32%,0,6
2025-05-27,21.39,21.39,21.39,21.39,0.46,+2.20%,0,6
2025-05-23,20.93,20.93,20.93,20.93,-0.23,-1.09%,0,6
2025-05-22,21.16,21.16,21.16,21.16,0.48,+2.32%,0,6
2025-05-21,20.68,20.68,20.68,20.68,0.4,+1.97%,0,6
2025-05-20,20.28,20.28,20.28,20.28,-0.07,-0.34%,0,6
2025-05-19,20.35,20.35,20.35,20.35,0.02,+0.10%,0,6
2025-05-16,20.33,20.33,20.33,20.33,-0.52,-2.49%,0,6
2025-05-15,20.85,20.85,20.85,20.85,1.3,+6.65%,0,6
2025-05-14,19.55,19.55,19.55,19.55,0.55,+2.89%,0,6
2025-05-13,19.01,19.01,19,19,-1.36,-6.68%,0,6
2025-05-12,20.36,20.36,20.36,20.36,-1.12,-5.21%,0,6
2025-05-09,21.48,21.48,21.48,21.48,-0.82,-3.68%,0,6
2025-05-08,22.3,22.3,22.3,22.3,-1.51,-6.34%,0,6
2025-05-07,23.81,23.81,23.81,23.81,0.92,+4.02%,0,6
2025-05-06,22.89,22.89,22.89,22.89,-1.68,-6.84%,0,6
2025-05-05,24.57,24.57,24.57,24.57,0.83,+3.50%,0,6
2025-05-02,23.74,23.74,23.74,23.74,0.59,+2.55%,0,6
2025-05-01,23.15,23.15,23.15,23.15,-0.96,-3.98%,0,6
2025-04-30,24.11,24.11,24.11,24.11,2.13,+9.69%,0,6
2025-04-29,21.98,21.98,21.98,21.98,1.18,+5.67%,0,6
2025-04-28,20.8,20.8,20.8,20.8,0.76,+3.79%,0,6
2025-04-25,20.04,20.04,20.04,20.04,-0.2,-0.99%,0,6
2025-04-24,20.24,20.24,20.24,20.24,-0.52,-2.50%,0,6
2025-04-23,20.76,20.76,20.76,20.76,0.99,+5.01%,0,6
2025-04-22,19.77,19.77,19.77,19.77,-1.1,-5.27%,0,6
2025-04-21,20.87,20.87,20.87,20.87,1.47,+7.58%,0,6
2025-04-17,19.4,19.4,19.4,19.4,-1.69,-8.01%,0,6
2025-04-16,21.09,21.09,21.09,21.09,-0.66,-3.03%,0,6
2025-04-15,21.75,21.75,21.75,21.75,0.43,+2.02%,0,6
2025-04-14,21.32,21.32,21.32,21.32,-0.52,-2.38%,0,6
2025-04-11,21.84,21.84,21.84,21.84,-0.68,-3.02%,0,6
2025-04-10,22.52,22.52,22.52,22.52,1.74,+8.37%,0,6
2025-04-09,20.78,20.78,20.78,20.78,-2.16,-9.42%,0,6
2025-04-08,22.94,22.94,22.94,22.94,1.59,+7.45%,0,6
2025-04-07,21.35,21.35,21.35,21.35,0.6,+2.89%,0,6
2025-04-04,20.75,20.75,20.75,20.75,3.89,+23.07%,0,6
2025-04-03,16.86,16.86,16.86,16.86,3.75,+28.60%,0,6
2025-04-02,13.11,13.11,13.11,13.11,-0.24,-1.80%,0,6
2025-04-01,13.35,13.35,13.35,13.35,-0.06,-0.45%,0,6
2025-03-31,13.41,13.41,13.41,13.41,-1.34,-9.08%,0,6
2025-03-28,14.75,14.75,14.75,14.75,0.63,+4.46%,0,6
2025-03-27,14.12,14.12,14.12,14.12,-0.24,-1.67%,0,6
2025-03-26,14.36,14.36,14.36,14.36,-0.4,-2.71%,0,6
2025-03-25,14.76,14.76,14.76,14.76,-0.02,-0.14%,0,6
2025-03-24,14.78,14.78,14.78,14.78,-0.57,-3.71%,0,6
2025-03-21,15.35,15.35,15.35,15.35,-0.15,-0.97%,0,6
2025-03-20,15.5,15.5,15.5,15.5,-0.86,-5.26%,0,6
2025-03-19,16.36,16.36,16.36,16.36,-0.04,-0.24%,0,6
2025-03-18,16.4,16.4,16.4,16.4,0.38,+2.37%,0,6
2025-03-17,16.02,16.02,16.02,16.02,-0.42,-2.55%,0,6
2025-03-14,16.44,16.44,16.44,16.44,-0.48,-2.84%,0,6
2025-03-13,16.92,16.92,16.92,16.92,0.84,+5.22%,0,6
2025-03-12,16.08,16.08,16.08,16.08,-1.19,-6.89%,0,6
2025-03-11,17.27,17.27,17.27,17.27,-0.21,-1.20%,0,6
2025-03-10,17.48,17.48,17.48,17.48,1.01,+6.13%,0,6
2025-03-07,16.96,16.96,16.24,16.47,-0.64,-3.74%,5,6
"Downloaded from Barchart.com as of 08-25-2025 01:50pm CDT"
