Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
2025-08-25,2.99,2.99,2.76,2.76,-0.94,-25.41%,10,0
2025-08-22,3.61,3.7,3.61,3.7,-0.17,-4.39%,4,490
2025-08-21,3.87,3.87,3.87,3.87,-0.64,-14.19%,0,490
2025-08-20,4.5,4.51,4.5,4.51,-0.82,-15.38%,1,490
2025-08-19,5.33,5.33,5.33,5.33,0.72,+15.62%,1,489
2025-08-18,4.61,4.61,4.61,4.61,-0.78,-14.47%,0,490
2025-08-15,5.19,5.39,5.19,5.39,0.77,+16.67%,5,490
2025-08-14,4.72,4.72,4.62,4.62,-0.75,-13.97%,3,490
2025-08-13,5.37,5.37,5.37,5.37,0.4,+8.05%,0,487
2025-08-12,4.97,4.97,4.97,4.97,0.35,+7.58%,0,487
2025-08-11,4.62,4.62,4.62,4.62,-0.18,-3.75%,0,487
2025-08-08,4.64,4.8,4.64,4.8,-0.07,-1.44%,65,487
2025-08-07,4.87,4.87,4.87,4.87,0.14,+2.96%,0,504
2025-08-06,3.69,4.73,3.69,4.73,0.42,+9.74%,1,504
2025-08-05,4.35,4.35,4.31,4.31,0.46,+11.95%,13,505
2025-08-04,4.16,4.16,3.7,3.85,0.26,+7.24%,21,494
2025-08-01,2.85,3.59,2.85,3.59,1,+38.61%,68,499
2025-07-31,2.59,2.59,2.59,2.59,0.26,+11.16%,5,458
2025-07-30,2.56,2.56,2.33,2.33,-0.16,-6.43%,27,458
2025-07-29,3.1,3.1,2.48,2.49,-0.93,-27.19%,27,458
2025-07-28,3.74,3.74,3.42,3.42,-0.76,-18.18%,73,438
2025-07-25,4.18,4.18,4.18,4.18,0.42,+11.17%,0,448
2025-07-24,3.76,3.76,3.76,3.76,-0.35,-8.52%,0,448
2025-07-23,4.11,4.11,4.11,4.11,-0.07,-1.67%,0,448
2025-07-22,4.18,4.18,4.18,4.18,0.32,+8.29%,0,448
2025-07-21,4,4,3.86,3.86,-0.11,-2.77%,74,448
2025-07-18,4.01,4.01,3.97,3.97,-0.03,-0.75%,9,451
2025-07-17,4.67,4.67,4,4,-0.66,-14.16%,36,443
2025-07-16,4.84,4.84,4.66,4.66,0.07,+1.53%,8,425
2025-07-15,4.59,4.59,4.59,4.59,0.1,+2.23%,20,433
2025-07-14,4.49,4.49,4.49,4.49,0.28,+6.65%,14,413
2025-07-11,4.77,4.82,4.21,4.21,-0.64,-13.20%,2,414
2025-07-10,4.62,4.85,4.62,4.85,0.74,+18.00%,12,414
2025-07-09,4.11,4.11,4.11,4.11,-0.05,-1.20%,0,407
2025-07-08,4.48,4.48,4.16,4.16,-0.34,-7.56%,17,407
2025-07-07,4.86,4.86,4.5,4.5,-0.56,-11.07%,16,390
2025-07-03,5.22,5.22,5.06,5.06,-0.04,-0.78%,1,375
2025-07-02,5.43,5.43,5.1,5.1,-0.74,-12.67%,37,374
2025-07-01,5.84,5.84,5.84,5.84,-0.25,-4.11%,1,339
2025-06-30,6.09,6.09,6.09,6.09,-0.07,-1.14%,0,339
2025-06-27,6.19,6.19,6.16,6.16,-0.16,-2.53%,41,339
2025-06-26,6.19,6.32,6.19,6.32,-0.24,-3.66%,50,300
2025-06-25,6.3,6.56,6.08,6.56,-0.22,-3.24%,10,293
2025-06-24,6.78,6.78,6.78,6.78,1.76,+35.06%,1,288
2025-06-23,3.71,5.02,3.71,5.02,0.75,+17.56%,227,288
2025-06-20,4.3,4.3,4.27,4.27,-0.16,-3.61%,198,256
2025-06-18,4.43,4.43,4.43,4.43,-0.19,-4.11%,0,161
2025-06-17,4.56,4.72,4.52,4.62,-0.3,-6.10%,34,161
2025-06-16,5.58,5.67,4.92,4.92,0.18,+3.80%,103,163
2025-06-13,4.71,4.96,4.67,4.74,-1.1,-18.84%,8,65
2025-06-12,5.82,5.84,5.74,5.84,0.41,+7.55%,2,61
2025-06-11,5.7,5.7,5.43,5.43,-1.13,-17.23%,2,59
2025-06-10,6.56,6.56,6.56,6.56,0.16,+2.50%,0,57
2025-06-09,6.4,6.4,6.4,6.4,-0.3,-4.48%,0,57
2025-06-06,6.7,6.7,6.7,6.7,-0.68,-9.21%,0,57
