date,im_correction_factor,price,pnl,baseline_margin,garch_volatility,margin_950,margin_990,margin_995,dynamic_margin,baseline_breach_950,baseline_breach_990,baseline_breach_995,baseline_breach,dynamic_breach,baseline_breach_magnitude,dynamic_breach_magnitude
2024-07-18,1.005462,73.33,-1.7600000000000051,2.1462017205407427,0.009415462158834183,1.3338063397630213,2.1462017205407427,2.525640395916348,2.1579242743383364,1,0,0,0,0,0.0,0.0
2024-07-19,1.005462,71.57,0.20000000000000284,1.9439577919331477,0.008737930829283973,1.2081172064566588,1.9439577919331477,2.2876406631645416,1.9545756893926867,0,0,0,0,0,0.0,0.0
2024-07-22,1.0030066,71.77,-1.2000000000000028,2.635678994905811,0.011814146658504271,1.6380032311687183,2.635678994905811,3.1016550198856034,2.643603427371895,0,0,0,0,0,0.0,0.0
2024-07-23,1.0060416,70.57,0.6500000000000057,2.1973074257340897,0.010016672961183505,1.3655671537315106,2.1973074257340897,2.585781356694996,2.210582678277405,0,0,0,0,0,0.0,0.0
2024-07-24,0.9965477,71.22,0.29999999999999716,2.76971359936608,0.012510817319109606,1.7213021137787334,2.76971359936608,3.259386331083245,2.760151717106989,0,0,0,0,0,0.0,0.0
2024-07-25,1.0030066,71.52,-0.5899999999999892,2.5041801514556887,0.011263953571823693,1.5562802554639523,2.5041801514556887,2.9469077806791093,2.511709219499055,0,0,0,0,0,0.0,0.0
2024-07-26,1.0011781,70.93,-0.5800000000000125,2.522406184125273,0.011440311539425718,1.5676072419679485,2.522406184125273,2.968356092795826,2.525377830850791,0,0,0,0,0,0.0,0.0
2024-07-29,1.0048822,70.35,-0.5099999999999909,2.4485673800637486,0.011196975973410087,1.5217184217162503,2.4485673800637486,2.881462924954664,2.4605217757266957,0,0,0,0,0,0.0,0.0
2024-07-30,1.0077083,69.84,1.789999999999992,2.5050427781659588,0.011538881265370473,1.5568163546404625,2.5050427781659588,2.9479229158573186,2.5243523994128956,1,0,0,0,0,0.0,0.0
2024-07-31,1.0088124,71.63,-0.8199999999999932,2.5218442411212108,0.011325987989779575,1.5672580095848834,2.5218442411212108,2.9676948008316653,2.5440677413116672,0,0,0,0,0,0.0,0.0
2024-08-01,1.0097735,70.81,-2.3599999999999994,3.0567410666475996,0.01388726893116625,1.8996819239718574,3.0567410666475996,3.5971589454492023,3.08661612546248,1,0,0,0,0,0.0,0.0
2024-08-02,1.0127455,68.45,0.01999999999999602,2.8158312989353864,0.013233842694488289,1.7499630171188578,2.8158312989353864,3.3136574295937926,2.8517204767559674,0,0,0,0,0,0.0,0.0
2024-08-05,1.0056044,68.47,-0.21999999999999886,3.7087591952938372,0.01742533342228592,2.304893561491959,3.7087591952938372,4.364450905388464,3.729544565327942,0,0,0,0,0,0.0,0.0
2024-08-06,0.9955329,68.25,1.1299999999999955,3.0343878638967934,0.014302805261309252,1.8857900128538654,3.0343878638967934,3.570853798404907,3.02083294986998,0,0,0,0,0,0.0,0.0
2024-08-07,0.9980269,69.38,0.8200000000000074,3.1770327009135677,0.01473126961232192,1.9744399221920703,3.1770327009135677,3.7387175920038134,3.170764097691395,0,0,0,0,0,0.0,0.0
2024-08-08,0.9981831,70.2,0.4200000000000017,3.190975566792289,0.014623090078340627,1.983105036344909,3.190975566792289,3.7551254929765467,3.185177883284984,0,0,0,0,0,0.0,0.0
2024-08-09,0.99497277,70.62,1.75,3.264448672965171,0.014870820104542614,2.02876658524665,3.264448672965171,3.8415883092103007,3.24803753866298,0,0,0,0,0,0.0,0.0
2024-08-12,1.0024158,72.37,-1.1200000000000045,3.1233686224892714,0.013884091239422436,1.9410891484344983,3.1233686224892714,3.675565949275712,3.130914056407481,0,0,0,0,0,0.0,0.0
2024-08-13,1.0010157,71.25,-0.4099999999999966,3.571620875752298,0.016126245705602064,2.2196658038779793,3.571620875752298,4.2030671564392135,3.5752485710757993,0,0,0,0,0,0.0,0.0
2024-08-14,1.0016882,70.84,0.7099999999999937,3.459012114921403,0.01570819627404549,2.14968250376616,3.459012114921403,4.070549680301448,3.4648516191738135,0,0,0,0,0,0.0,0.0
2024-08-15,0.99709505,71.55,-1.039999999999992,3.4199283061891648,0.015376594168645381,2.1253929733971275,3.4199283061891648,4.0245560324464185,3.4099935854561005,0,0,0,0,0,0.0,0.0
2024-08-16,1.0034951,70.51,-1.0400000000000063,3.2721321007866404,0.014929075086453842,2.033541627891199,3.2721321007866404,3.8506301320265277,3.2835685296921002,0,0,0,0,0,0.0,0.0
2024-08-19,1.0033243,69.47,-0.6500000000000057,3.3612000830022684,0.015565026172588139,2.0888949705952453,3.3612000830022684,3.9554449272592294,3.372373720438193,0,0,0,0,0,0.0,0.0
2024-08-20,1.0021778,68.82,-0.769999999999996,3.363874382053666,0.015724537832562866,2.0905569751473045,3.363874382053666,3.9585920301854483,3.3712002276829023,0,0,0,0,0,0.0,0.0
2024-08-21,1.0031729,68.05,0.6099999999999994,3.2717230880022576,0.015466825928136503,2.0332874375046983,3.2717230880022576,3.8501488076473716,3.2821039381881802,0,0,0,0,0,0.0,0.0
2024-08-22,0.99567026,68.66,1.3100000000000023,3.3039006391378662,0.015480178616215423,2.0532849155105914,3.3039006391378662,3.8880152030620962,3.2895956083845657,0,0,0,0,0,0.0,0.0
2024-08-23,0.9959365,69.97,1.269999999999996,3.2483755744557765,0.014935066162965869,2.0187775891116244,3.2483755744557765,3.8226735601937727,3.2351758003089754,0,0,0,0,0,0.0,0.0
2024-08-26,0.9976134,71.24,-1.0499999999999972,3.5408492911687723,0.015989552897018266,2.2005420960693214,3.5408492911687723,4.1668552960503735,3.532398700250469,0,0,0,0,0,0.0,0.0
2024-08-27,1.0064683,70.19,-0.8599999999999994,3.5346499405105734,0.01620033351393642,2.196689367254885,3.5346499405105734,4.1595599284710145,3.557513116720778,0,0,0,0,0,0.0,0.0
2024-08-28,1.0086362,69.33,0.9099999999999966,3.5809050851887063,0.016615920216087408,2.225435689013869,3.5809050851887063,4.213992771758742,3.6118304976854128,0,0,0,0,0,0.0,0.0
2024-08-29,1.0082926,70.24,-1.3199999999999932,3.5807229291678384,0.016399817038102393,2.225322483972081,3.5807229291678384,4.213778411384198,3.610416432130256,0,0,0,0,0,0.0,0.0
2024-08-30,1.0062872,68.92,-2.210000000000008,3.5145554249289566,0.01640506352241095,2.1842011691415806,3.5145554249289566,4.1359127941855585,3.5366521377965703,1,0,0,0,0,0.0,0.0
2024-09-03,1.0044036,66.71,-0.4899999999999949,3.5648512254586397,0.017191083815937536,2.215458649260013,3.5648512254586397,4.195100662849979,3.58054940431507,0,0,0,0,0,0.0,0.0
2024-09-04,1.0022465,66.22,0.4399999999999977,4.026030974898756,0.019558733267177858,2.5020693940405954,4.026030974898756,4.737814888552431,4.035075453483866,0,0,0,0,0,0.0,0.0
2024-09-05,0.99434364,66.66,-1.2099999999999937,3.7067549054484363,0.017888805832818096,2.303647949545545,3.7067549054484363,4.362092266239952,3.685788165271454,0,0,0,0,0,0.0,0.0
2024-09-06,1.0066379,65.45,0.25,3.5427694936116016,0.01741349854800344,2.201735449968613,3.5427694936116016,4.169114981527061,3.5662860432332466,0,0,0,0,0,0.0,0.0
2024-09-09,1.0043911,65.7,-2.0700000000000003,3.6529685668376013,0.0178868289627289,2.2702211943877417,3.6529685668376013,4.29879674828196,3.6690091171114423,0,0,0,0,0,0.0,0.0
2024-09-10,1.0073156,63.63,1.1399999999999935,3.2316100895534863,0.0163384111499916,2.008358293554336,3.2316100895534863,3.8029440140280553,3.255251256324624,0,0,0,0,0,0.0,0.0
2024-09-11,0.99458915,64.77,1.240000000000009,3.9360006097775684,0.019549427717714202,2.4461179563818995,3.9360006097775684,4.631867565505891,3.9147035008781534,0,0,0,0,0,0.0,0.0
2024-09-12,1.0015213,66.01,-0.5400000000000063,3.779516790244464,0.018419563524796536,2.348867493591757,3.779516790244464,4.447718120401301,3.7852665691374634,0,0,0,0,0,0.0,0.0
2024-09-13,1.0038556,65.47,0.960000000000008,3.9890022643384357,0.019600842116658582,2.479057051619137,3.9890022643384357,4.694239670852821,4.00438226146882,0,0,0,0,0,0.0,0.0
2024-09-16,1.0093327,66.43,0.6799999999999926,3.7148024203535805,0.01798971387414534,2.3086492624683186,3.7148024203535805,4.371562545075649,3.7494715569020145,0,0,0,0,0,0.0,0.0
2024-09-17,1.0081912,67.11,-0.09999999999999432,3.867819337647724,0.018540939215868725,2.4037451392559395,3.867819337647724,4.551632155437953,3.899501419406264,0,0,0,0,0,0.0,0.0
2024-09-18,1.0039442,67.01,0.6999999999999886,3.6141518540902644,0.01735080251730552,2.246097656951515,3.6141518540902644,4.253117417763739,3.6284067918331675,0,0,0,0,0,0.0,0.0
2024-09-19,0.9952451,67.71,-0.0799999999999983,3.43387989987079,0.016314924801485126,2.134063511643486,3.43387989987079,4.040974204257801,3.4175521443348944,0,0,0,0,0,0.0,0.0
2024-09-20,0.9980349,67.63,-0.23999999999999488,3.3580462018652275,0.015973499343659932,2.086934918744022,3.3580462018652275,3.9517334543219964,3.351447305273942,0,0,0,0,0,0.0,0.0
2024-09-23,1.0022095,67.39,1.019999999999996,3.0746808553018155,0.014677678676130767,1.910831017559842,3.0746808553018155,3.6182704069141924,3.081474362651605,0,0,0,0,0,0.0,0.0
2024-09-24,1.0042175,68.41,-1.0900000000000034,2.9989248924223624,0.014102586986948794,1.8637507349394324,2.9989248924223624,3.5291211353202434,3.011572858156154,0,0,0,0,0,0.0,0.0
2024-09-25,1.0080352,67.32,-1.2399999999999949,3.055830113879786,0.014602858858358311,1.8991157914572359,3.055830113879786,3.5960869403868907,3.0803843200108325,0,0,0,0,0,0.0,0.0
2024-09-26,1.0063508,66.08,0.23000000000000398,3.1109000904876165,0.015144983963308425,1.9333402929228385,3.1109000904876165,3.66089303768508,3.1306567947822854,0,0,0,0,0,0.0,0.0
2024-09-27,0.99881494,66.31,0.23000000000000398,3.3016117568366177,0.01601768552893732,2.0518624370477525,3.3016117568366177,3.885321656809568,3.297699148808061,0,0,0,0,0,0.0,0.0
2024-09-30,1.002976,66.54,1.0999999999999943,3.0104230094572513,0.01455450758554324,1.8708965037875762,3.0104230094572513,3.542652067004043,3.0193820283333963,0,0,0,0,0,0.0,0.0
2024-10-01,1.007812,67.64,0.12999999999999545,2.9287686664289674,0.013929459315381577,1.8201505373865852,2.9287686664289674,3.4465616085534347,2.95164820725111,0,0,0,0,0,0.0,0.0
2024-10-02,1.0058035,67.77,2.5400000000000063,3.0760680667810685,0.014601963017450452,1.9116931319864177,3.0760680667810685,3.619902871055912,3.0939200278066328,1,0,0,0,0,0.0,0.0
2024-10-03,1.0005037,70.31,-0.28000000000000114,2.8757222302429364,0.013157780140591617,1.7871836115801256,2.8757222302429364,3.384136804394261,2.87717073153031,0,0,0,0,0,0.0,0.0
2024-10-04,0.9847645,70.03,2.260000000000005,3.8648461341752274,0.017754190310079684,2.401897373688022,3.8648461341752274,4.548133303152286,3.8059632708980007,0,0,0,0,0,0.0,0.0
2024-10-07,1.0046709,72.29,-2.0500000000000114,3.3569423118283424,0.014938893868780577,2.0862488809333604,3.3569423118283424,3.9504344015614277,3.3726222536726613,0,0,0,0,0,0.0,0.0
2024-10-08,1.001841,70.24,-0.6400000000000006,4.232292482603116,0.019384024885320542,2.630255344127262,4.232292482603116,4.98054249006115,4.240084133063588,0,0,0,0,0,0.0,0.0
2024-10-09,1.0032438,69.6,1.6300000000000097,4.089495557097323,0.018902240722195745,2.5415109159053397,4.089495557097323,4.812499719422043,4.102761062785436,0,0,0,0,0,0.0,0.0
2024-10-10,1.0081341,71.23,0.0,4.220137991646929,0.019059719116236926,2.6227016566342387,4.220137991646929,4.966239140540487,4.254465016084784,0,0,0,0,0,0.0,0.0
2024-10-11,1.0000721,71.23,-0.9100000000000108,4.314732807350643,0.019486944628941395,2.6814897769151864,4.314732807350643,5.077557888214105,4.315043899586052,0,0,0,0,0,0.0,0.0
2024-10-14,1.0012339,70.32,-2.5999999999999943,3.8415952498493238,0.017574603358530068,2.387447577742851,3.8415952498493238,4.520771768524737,3.8463353942281127,1,0,0,0,0,0.0,0.0
2024-10-15,0.98877794,67.72,-0.37000000000000455,3.7802840620657907,0.01795809540163407,2.3493443322830196,3.7802840620657907,4.448621042381116,3.7378614875042446,0,0,0,0,0,0.0,0.0
2024-10-16,0.99934274,67.35,0.30000000000001137,4.3558767119599935,0.020806104123034647,2.7070596011704438,4.3558767119599935,5.125975847501232,4.353013768432291,0,0,0,0,0,0.0,0.0
2024-10-17,0.9983469,67.65,-0.960000000000008,3.9215830189949066,0.01864860718212273,2.437157813536996,3.9215830189949066,4.614901010431418,3.915100250106206,0,0,0,0,0,0.0,0.0
2024-10-18,1.0035852,66.69,0.980000000000004,3.720871146225113,0.017948853044516735,2.3124208115097087,3.720871146225113,4.378704194001838,3.73421121345856,0,0,0,0,0,0.0,0.0
2024-10-21,1.0043731,67.67,1.3799999999999955,3.7509277645540093,0.017831805262602217,2.3311001871225554,3.7509277645540093,4.414074685363187,3.7673309467611804,0,0,0,0,0,0.0,0.0
2024-10-22,1.0072383,69.05,-0.789999999999992,3.820214789360182,0.01779823297133608,2.374160199639229,3.820214789360182,4.4956113401372955,3.847866650070008,0,0,0,0,0,0.0,0.0
2024-10-23,1.0031644,68.26,-0.30000000000001137,3.907639501371993,0.018416241259991865,2.428492294342764,3.907639501371993,4.5984923424890916,3.9200048358101345,0,0,0,0,0,0.0,0.0
2024-10-24,0.9994962,67.96,1.230000000000004,3.767625240404621,0.017834753700266163,2.3414772168930718,3.767625240404621,4.433724198787077,3.7657271108085046,0,0,0,0,0,0.0,0.0
2024-10-25,1.0033119,69.19,-3.5999999999999943,3.622427686668704,0.01684260185888356,2.25124086313493,3.622427686668704,4.2628563797960135,3.634424804924182,1,0,0,0,0,0.0,0.0
