date,F,T,r,atm_iv,alpha,nu,rho,iv_rmse,implied_variance,implied_skew,implied_kurtosis,term_structure_index,market_state,month1_spread,month3_spread,year1_spread,norm_month1,norm_month3,norm_year1,persistence,persistence_impact,OVX_Close,atm_iv_lag_1,rho_lag_1,implied_variance_lag_1,implied_skew_lag_1,implied_kurtosis_lag_1,OVX_Close_lag_1,atm_iv_ma_2,rho_ma_2,implied_variance_ma_2,implied_skew_ma_2,implied_kurtosis_ma_2,OVX_Close_ma_2,atm_iv_mom_1,rho_mom_1,implied_variance_mom_1,implied_skew_mom_1,implied_kurtosis_mom_1,OVX_Close_mom_1,hmm_regime
2024-07-05,74.84,1.202739726027397,0.0532,0.2482425854097306,0.2722463799102104,0.5000645449716237,-0.300104745816835,4.5708082596629396e-09,0.0837910077017959,-0.516408414103747,3.8675610026760103,-0.3157,Backwardation,-0.0048,-0.0146,-0.0365,-0.4471,-0.4506,-0.6228,1.0,0.7296,23.78,0.2486133856284951,-0.3001041967762414,0.0844135594155734,-0.5153532537703222,3.861955212557815,24.62,0.24842798551911285,-0.30010447129653817,0.08410228355868465,-0.5158808339370347,3.864758107616913,24.200000000000003,-0.00037080021876451097,-5.490405936003917e-07,-0.0006225517137774944,-0.0010551603334248982,0.005605790118195397,-0.8399999999999999,1
2024-07-08,74.6,1.1945205479452057,0.0532,0.2496526513795482,0.272855677665933,0.5000640626629771,-0.3001039287308545,4.600171688018406e-09,0.0841601246305793,-0.5157830614844398,3.864236918652124,-0.3033,Backwardation,-0.0046,-0.0138,-0.035,-0.4266,-0.4303,-0.6042,1.0,0.6997,23.81,0.2482425854097306,-0.300104745816835,0.0837910077017959,-0.516408414103747,3.8675610026760103,23.78,0.24894761839463941,-0.3001043372738448,0.08397556616618759,-0.5160957377940933,3.865898960664067,23.795,0.0014100659698176032,8.17085980486798e-07,0.0003691169287834001,0.0006253526193072956,-0.0033240840238861757,0.029999999999997584,1
2024-07-09,73.75,1.1917808219178083,0.0533999999999999,0.2477057700682868,0.2704172048532157,0.5000699499615454,-0.3001142686115064,8.805328910455046e-09,0.0826867183998337,-0.5182715055179201,3.877506571265562,-0.3017,Backwardation,-0.0045,-0.0138,-0.0343,-0.4198,-0.4309,-0.5955,1.0,0.6861,24.19,0.2496526513795482,-0.3001039287308545,0.0841601246305793,-0.5157830614844398,3.864236918652124,23.81,0.24867921072391752,-0.30010909867118046,0.0834234215152065,-0.51702728350118,3.8708717449588432,24.0,-0.0019468813112613892,-1.0339880651910605e-05,-0.0014734062307455997,-0.0024884440334803637,0.01326965261343771,0.38000000000000256,1
2024-07-10,73.72,1.189041095890411,0.0533999999999999,0.2461480101391117,0.2684075709720777,0.500074911756739,-0.3001229991346544,7.68949243168393e-09,0.0814797746551185,-0.5202673814004257,3.8883383346216265,-0.2991,Backwardation,-0.0045,-0.0136,-0.0339,-0.42,-0.4237,-0.5904,1.0,0.6782,24.01,0.2477057700682868,-0.3001142686115064,0.0826867183998337,-0.5182715055179201,3.877506571265562,24.19,0.24692689010369925,-0.3001186338730804,0.0820832465274761,-0.5192694434591729,3.8829224529435944,24.1,-0.0015577599291751176,-8.730523147981728e-06,-0.0012069437447151943,-0.0019958758825056044,0.010831763356064616,-0.17999999999999972,1
2024-07-11,73.74,1.1863013698630136,0.0533999999999999,0.2453839705330006,0.2672659947755913,0.5000776868154669,-0.300127880142466,5.580276241090587e-09,0.0807971623276007,-0.5213784188865208,3.8944465909996486,-0.306,Backwardation,-0.0046,-0.014,-0.035,-0.431,-0.4346,-0.6042,1.0,0.6998,24.01,0.2461480101391117,-0.3001229991346544,0.0814797746551185,-0.5202673814004257,3.8883383346216265,24.01,0.24576599033605614,-0.3001254396385602,0.08113846849135961,-0.5208229001434732,3.8913924628106376,24.01,-0.0007640396061110999,-4.881007811596838e-06,-0.0006826123275178037,-0.00111103748609509,0.006108256378022148,0.0,1
2024-07-12,73.67,1.1835616438356165,0.0533999999999999,0.2458515326953246,0.2674658635884781,0.5000771752166092,-0.3001269770768237,4.629984534654241e-09,0.0809165156888135,-0.5211849970298394,3.8933794312037793,-0.302,Backwardation,-0.0045,-0.0138,-0.0346,-0.4202,-0.4313,-0.5994,1.0,0.6923,24.12,0.2453839705330006,-0.300127880142466,0.0807971623276007,-0.5213784188865208,3.8944465909996486,24.01,0.2456177516141626,-0.3001274286096448,0.0808568390082071,-0.5212817079581802,3.8939130111017137,24.065,0.0004675621623239923,9.030656423214545e-07,0.00011935336121279838,0.0001934218566813639,-0.0010671597958693546,0.10999999999999943,1
2024-07-15,73.46,1.1753424657534246,0.0533999999999999,0.2469104525357253,0.2676835537398957,0.5000765342545326,-0.3001258348319203,4.667068564945254e-09,0.0810465830597979,-0.5209734607611951,3.892215574858045,-0.3027,Backwardation,-0.0045,-0.0139,-0.0347,-0.4213,-0.4324,-0.6007,1.0,0.6943,23.83,0.2458515326953246,-0.3001269770768237,0.0809165156888135,-0.5211849970298394,3.8933794312037793,24.12,0.24638099261552493,-0.300126405954372,0.0809815493743057,-0.5210792288955173,3.892797503030912,23.975,0.0010589198404007127,1.1422449033848814e-06,0.00013006737098439358,0.00021153626864434116,-0.0011638563457343487,-0.2900000000000027,1
2024-07-16,72.62,1.1726027397260277,0.0535,0.2504808216350142,0.271237624067019,0.5000608173544885,-0.3000966697861043,4.05267013281474e-08,0.0831809548602036,-0.5174170277272214,3.873025763194224,-0.2884,Backwardation,-0.0043,-0.0129,-0.0325,-0.4027,-0.4065,-0.5716,1.0,0.65,24.41,0.2469104525357253,-0.3001258348319203,0.0810465830597979,-0.5209734607611951,3.892215574858045,23.83,0.24869563708536974,-0.30011125230901226,0.08211376896000075,-0.5191952442442083,3.8826206690261342,24.119999999999997,0.0035703690992888726,2.916504581601531e-05,0.00213437180040571,0.0035564330339736827,-0.019189811663820944,0.5800000000000018,1
2024-07-17,73.28,1.16986301369863,0.0535,0.2492251060832939,0.2695623878556565,0.5000663005184891,-0.3001065089943824,8.741201817930033e-09,0.0821721889986507,-0.5191059207433921,3.8821000573006055,-0.3019,Backwardation,-0.0045,-0.0138,-0.0347,-0.4222,-0.4296,-0.6001,1.0,0.6932,25.28,0.2504808216350142,-0.3000966697861043,0.0831809548602036,-0.5174170277272214,3.873025763194224,24.41,0.24985296385915404,-0.30010158939024334,0.08267657192942715,-0.5182614742353068,3.8775629102474145,24.845,-0.0012557155517202712,-9.839208278128453e-06,-0.0010087658615529072,-0.0016888930161707005,0.009074294106381497,0.870000000000001,1
2024-07-18,73.33,1.167123287671233,0.0533999999999999,0.2506144868237547,0.2707475523790648,0.5000625311789426,-0.3000997538206059,6.560411047740189e-09,0.0828853808587008,-0.5179150609020027,3.875687610107733,-0.3031,Backwardation,-0.0045,-0.0139,-0.0348,-0.4219,-0.4331,-0.6015,1.0,0.6955,25.68,0.2492251060832939,-0.3001065089943824,0.0821721889986507,-0.5191059207433921,3.8821000573006055,25.28,0.2499197964535243,-0.3001031314074941,0.08252878492867574,-0.5185104908226974,3.8788938337041694,25.48,0.0013893807404607994,6.755173776518131e-06,0.0007131918600501025,0.0011908598413894467,-0.006412447192872595,0.3999999999999986,1
2024-07-19,71.57,1.1643835616438356,0.0533999999999999,0.2531321420772081,0.2731463031871443,0.500047792190974,-0.3000709763262253,4.004694359460714e-08,0.084335466127901,-0.5154254462405456,3.862579053834065,-0.2799,Backwardation,-0.0041,-0.0126,-0.0317,-0.3844,-0.3962,-0.561,1.0,0.6343,26.83,0.2506144868237547,-0.3000997538206059,0.0828853808587008,-0.5179150609020027,3.875687610107733,25.68,0.2518733144504814,-0.3000853650734156,0.08361042349330089,-0.5166702535712742,3.869133331970899,26.255,0.002517655253453377,2.8777494380571866e-05,0.0014500852692001936,0.002489614661457029,-0.013108556273667915,1.1499999999999986,1
