date,price,pnl,dynamic_margin,im_correction_factor
2024-10-25,69.19,-3.5999999999999943,3.454806003595177,0.9537267
2025-04-02,68.72,-4.319999999999993,2.510827429869196,0.9829561
2025-04-03,64.4,-4.200000000000003,2.4319557506472966,1.0243745
2025-06-20,70.49,-4.209999999999994,3.956364187502615,0.87054086
2025-06-23,66.28,-4.060000000000002,3.673646332062616,0.8529776
